uniprot,gene,Tm_prior_file_C,Tm_prior_measured,Tm_prior_particles_mean_C,Tm_post_mean_C,Tm_post_sd_C,Tm_shift_C,Topt_prior_file_C,Topt_prior_particles_mean_C,Topt_post_mean_C,Topt_post_sd_C,Topt_shift_C
P32179,MET22,52.335620430000006,True,51.92149266479464,50.41022195569451,3.2044994744401283,-1.9253984743054957,33.0,29.67061442020929,30.904233399569534,5.754052314546085,-2.0957666004304656
P47011,GLG2,51.475350730261766,False,51.551561333509426,50.42346445836688,4.90093895318703,-1.0518862718948867,37.0,32.72612347914503,28.238302396157337,6.042171914091108,-8.761697603842663
P21147,OLE1,51.475350730261766,False,51.61908768933961,50.42763113495988,4.923288573115342,-1.047719595301885,35.0,32.25994071428454,21.94938423999821,8.56435294708828,-13.05061576000179
P41921,GLR1,51.19591515000002,True,50.53682481629028,50.447146923281366,3.4288175985367073,-0.7487682267186528,37.0,33.896866928098746,30.150981388132493,7.422659921971331,-6.849018611867507
P39988,BUD16,51.475350730261766,False,51.81702991551458,50.44766998854573,3.986311301118626,-1.0276807417160398,35.0,30.925650649719387,29.94954422363196,7.066091963865197,-5.0504557763680396
P37296,STV1,51.475350730261766,False,52.246966052642506,50.49051235668799,5.545708637881639,-0.9848383735737798,33.0,32.39275957758832,27.512356796040024,5.517804282122031,-5.487643203959976
P20048,SEC59,51.475350730261766,False,52.033767398869486,50.510049859752485,5.241610339121348,-0.9653008705092816,36.0,34.789226223975675,31.579570539547092,4.061694083424039,-4.420429460452908
Q12109,WRS1,51.475350730261766,False,52.21098790881615,50.51934725459455,4.829091529083063,-0.9560034756672167,35.0,35.03791262251548,26.960263091397906,9.357256506973735,-8.039736908602094
P36126,SPO14,51.475350730261766,False,51.68082662858569,50.53614586885823,5.632026647402793,-0.9392048614035389,34.0,30.49540452930603,30.42143934867363,6.270287899841788,-3.57856065132637
Q12680,GLT1,51.475350730261766,False,51.85014914344663,50.536249911537084,5.233750246844135,-0.9391008187246825,33.0,31.218464843744584,33.876458869827616,4.764185038554424,0.8764588698276157
P37297,STT4,48.200235169999985,True,49.13808995093825,50.555457690115304,3.5677737194579637,2.355222520115319,33.0,32.276741860022184,34.30530371335004,5.074396781984954,1.3053037133500425
P08678,CYR1,51.475350730261766,False,51.28473116517637,50.5723632290954,5.246134149908775,-0.9029875011663648,34.0,31.108571766337775,24.366688868428014,9.344802020722684,-9.633311131571986
P53909,AAH1,51.475350730261766,False,50.997027787615195,50.57620255605997,3.187394982907421,-0.8991481742017982,35.0,33.169625299882625,23.782122895343605,9.977616539933786,-11.217877104656395
P00899,TRP2,48.20798773000001,True,47.97383239118744,50.596083962910654,2.049836187280509,2.388096232910641,36.0,31.16245174851076,24.50690977533435,8.012755520170218,-11.49309022466565
P52893,ALT1,53.49938080999999,True,54.208811990283436,50.60246477134933,2.386962102593761,-2.8969160386506587,34.0,33.056502574511455,33.943658429719505,5.598162181697072,-0.05634157028049458
P39525,CEM1,51.475350730261766,False,51.87556332805764,50.62319102906491,5.843419520790793,-0.8521597011968538,34.0,31.1360995269672,28.051045310436677,5.477740058633694,-5.9489546895633225
P37012,PGM2,50.77674207000001,True,51.04568808169097,50.647280847385844,1.8543040370806674,-0.12946122261416804,38.0,32.16819797995413,29.567094189331442,8.675529938972513,-8.432905810668558
P40510,SER33,51.475350730261766,False,51.9117214048423,50.65562022794791,4.587074528184921,-0.8197305023138597,33.0,30.889832962217838,29.62818969443964,6.63799604192826,-3.371810305560359
P00854,ATP6,51.475350730261766,False,52.0629526032464,50.656364072520546,4.9546244864342786,-0.8189866577412204,39.0,35.59299584632174,29.980314191385162,7.0071903251160865,-9.019685808614838
P11986,INO1,51.09412874999998,True,51.43587704686013,50.6691704544146,1.4607872101415444,-0.4249582955853839,37.0,34.039355538211396,29.88633311486359,6.8918019711438,-7.113666885136411
P00560,PGK1,49.72077895000001,True,49.28932885376713,50.70474993968293,3.372018155926332,0.9839709896829163,33.0,31.168259657399176,26.94404385023961,8.85223072867276,-6.055956149760391
P10659,SAM1,51.475350730261766,False,52.153771120313934,50.72189019358274,4.056053655137001,-0.7534605366790288,37.0,34.81838237470623,27.402036461482396,10.23744947779318,-9.597963538517604
P00890,CIT1,49.83334586000001,True,50.36334921913317,50.732979637773894,2.4222059094013617,0.8996337777738859,36.0,33.00059564363738,28.57856582646525,9.000096407989465,-7.421434173534749
P32316,ACH1,51.240363049999985,True,51.712838847968044,50.788776929267556,5.208749173691395,-0.4515861207324292,32.0,30.216389607104134,33.166709938092765,7.099865343378147,1.1667099380927652
P32784,SCT1,51.475350730261766,False,50.86064469318114,50.792566677055845,3.763888138418575,-0.6827840532059213,32.0,30.528749690807388,22.89140139064625,5.490340963532566,-9.108598609353749
Q07500,NDE2,51.475350730261766,False,52.43137921905196,50.81049275186132,6.273904351025324,-0.6648579784004482,36.0,34.33910279391978,28.631017075078717,5.593753275528268,-7.3689829249212835
P41338,ERG10,51.475350730261766,False,51.953100132167265,50.814274744192744,3.0868704710838037,-0.6610759860690223,34.0,30.482269139389814,32.59375573847677,8.354917391634613,-1.4062442615232271
P09436,ILS1,49.312889359999986,True,49.848468697165,50.81567086640945,4.380743416069341,1.5027815064094625,39.0,32.182683637784805,25.65950389913752,8.641349075877457,-13.340496100862481
P38115,ARA1,50.28029872000002,True,50.22992870687426,50.818073048554595,2.372028461303822,0.5377743285545762,36.0,33.20803228351127,29.975174945679555,9.533158803866309,-6.024825054320445
P38427,TSL1,51.475350730261766,False,51.07435478415596,50.819053492267074,7.093140619778258,-0.6562972379946928,33.0,30.205196140278588,23.352756431782154,9.002197288848526,-9.647243568217846
P22434,PDE1,51.475350730261766,False,51.93545177564886,50.82108142446225,3.015845774140415,-0.6542693057995166,34.0,31.241280937909153,28.73205189017426,7.901757650521849,-5.267948109825738
P40471,AYR1,51.475350730261766,False,51.305690473837444,50.83084193842825,4.04093833226124,-0.6445087918335162,35.0,31.465251989347905,26.255829069576862,8.211391931989539,-8.744170930423138
P39714,BDH1,51.475350730261766,False,52.20362506272119,50.84086222992471,4.4010603565024216,-0.6344885003370564,34.0,30.19551384016222,25.76651589481048,7.750116821172718,-8.233484105189518
P50942,INP52,51.475350730261766,False,52.07729660941027,50.846296367242644,3.6735785932258205,-0.6290543630191223,34.0,31.4810118959835,29.976587838427065,6.405519261373963,-4.023412161572935
P32796,CAT2,51.475350730261766,False,51.31612236707656,50.874311133498736,4.111627236815303,-0.6010395967630302,37.0,31.91068100157497,30.563290793556405,8.18709385609368,-6.436709206443595
P38795,QNS1,50.23908248999999,True,50.23375974840161,50.87454503831998,2.0644824995567577,0.6354625483199925,32.0,28.67731603796949,27.01661996781445,6.65483031309414,-4.983380032185551
Q12031,ICL2,51.475350730261766,False,51.460130885047874,50.89579637200586,4.614114718258356,-0.5795543582559048,32.0,29.027297149039782,27.622572769327064,4.041882867857034,-4.377427230672936
P32582,CYS4,50.67114996999999,True,50.58412280290645,50.902073540923936,3.432157614474095,0.23092357092394877,35.0,31.690388746911367,26.15234798997176,7.027593561534549,-8.847652010028241
Q05506,YDR341C,49.64892242000002,True,49.54338608933659,50.907704218782555,3.467608035889972,1.258781798782536,34.0,31.58097550300579,30.32289269703722,4.285823184461817,-3.6771073029627814
P29465,CHS3,51.475350730261766,False,52.36751208206226,50.932933935095605,3.7655649102676567,-0.5424167951661616,30.0,29.75603032255799,29.382635927848582,6.779149233834903,-0.6173640721514175
P09368,PUT1,51.475350730261766,False,51.28911364791077,50.94623672623459,5.029124829399618,-0.5291140040271785,34.0,33.58743201427421,25.29147500416417,7.127932669990878,-8.70852499583583
P00912,TRP1,51.475350730261766,False,52.43585377809745,50.973261530769776,3.865296968323576,-0.5020891994919907,35.0,30.315397954673017,31.073573408781385,7.668570246732805,-3.9264265912186147
P48360,ARH1,51.475350730261766,False,53.496413159936424,50.98045133211872,4.198626517232514,-0.4948993981430476,34.0,33.00902587348298,30.715776777132305,6.9374086763204525,-3.284223222867695
P53915,NRK1,51.475350730261766,False,52.4659307558627,50.98976071334789,3.6737961100036904,-0.48559001691387493,38.0,34.703424878338865,32.33824537205885,4.46663639255269,-5.66175462794115
P54115,ALD6,50.81260377000001,True,51.20018998590888,50.994427538289074,1.8112999170013668,0.181823768289064,35.0,32.638737106836516,36.212597952170654,4.779300915326432,1.212597952170654
P39976,DLD3,50.43775390999997,True,50.702616206658035,51.0015538779607,2.290185243696647,0.5637999679607333,35.0,32.04471807924591,26.661832410644024,7.568696133842729,-8.338167589355976
P21592,COX10,51.475350730261766,False,52.15216264415801,51.01213919219322,5.169224476219012,-0.4632115380685491,37.0,32.72628658020466,29.678178165821123,6.260450424676288,-7.321821834178877
P32263,PRO3,52.06472530000002,True,52.510396904508184,51.015540769825066,3.4884906339288113,-1.049184530174955,36.0,33.37065327621383,32.02519153265018,7.219823894955314,-3.974808467349817
P38077,ATP3,52.80864417999999,True,53.033793739542205,51.02348100081463,2.323675131779522,-1.7851631791853606,37.0,37.33752174277231,33.1017902410656,4.622420878036104,-3.8982097589343994
P40017,YAT2,51.475350730261766,False,52.37806853756922,51.02542139315079,4.722161954732296,-0.44992933711097294,34.0,33.116174712066766,29.695396539559624,9.007977815945782,-4.304603460440376
P38620,PRS2,51.475350730261766,False,52.29259372973422,51.02624183523545,4.844546426125943,-0.44910889502631335,34.0,31.650155917011034,30.635778362434223,7.8789127604998415,-3.3642216375657767
Q04958,NTE1,51.475350730261766,False,51.45367167970289,51.04170111013411,6.381986519534731,-0.4336496201276532,33.0,31.710302274199933,26.66385130604766,9.507836165397494,-6.336148693952339
P40308,TGL3,51.475350730261766,False,52.16170103282974,51.04413356088685,4.143245420153662,-0.43121716937491783,35.0,32.03510677383758,26.516221706191004,6.212834352741588,-8.483778293808996
P40099,FAU1,51.475350730261766,False,52.47108862493383,51.060529423512946,4.003017332990078,-0.41482130674882,35.0,31.96018913981834,31.44050335075042,5.424368933633124,-3.5594966492495814
P38627,URA8,49.66723781999997,True,49.86930805304564,51.06426578852262,1.7581955495737318,1.39702796852265,33.0,30.355044723957917,26.975638503754794,5.207622388822299,-6.024361496245206
P06197,PIS1,51.475350730261766,False,50.912876326144044,51.08201674395485,4.22242390475252,-0.39333398630691363,22.0,21.42140459808536,18.88003382182876,6.841501405993742,-3.1199661781712393
P50094,IMD4,52.17040842,True,52.71331655748895,51.08691986186551,2.082650562478798,-1.0834885581344906,34.0,32.35098447808315,24.911090421175174,8.328872210491381,-9.088909578824826
P22140,EPT1,51.475350730261766,False,51.53558696407151,51.10816187444931,2.566053209405204,-0.36718885581245786,36.0,34.48808528420972,31.618153740535206,5.256988782600579,-4.381846259464794
P28789,HEM3,51.475350730261766,False,52.46462220759298,51.11074787000166,5.017424504731446,-0.36460286026010635,34.0,31.74463073696552,28.213766277644538,6.503381696395056,-5.786233722355462
P27616,ADE1,49.566657299999974,True,49.931490752189234,51.12309501378326,2.1765964801748856,1.556437713783282,37.0,32.42378896285692,26.75334900765148,8.358974031224262,-10.24665099234852
P38426,TPS3,51.52698104000001,True,51.665274297136136,51.12513045464169,2.4203877253733572,-0.40185058535831786,33.0,31.317209519594485,29.99726050524265,6.832667054219209,-3.00273949475735
P32610,VMA8,52.33706695000001,True,52.48513724285533,51.125845120638644,2.0868232547348917,-1.2112218293613637,37.0,33.626911602249265,28.36984551447364,11.810498817489597,-8.630154485526361
O13525,COQ4,51.475350730261766,False,52.3671721347697,51.13592678015209,4.58708736670625,-0.3394239501096763,37.0,32.795148600587595,31.233941650739723,3.8989358158057095,-5.766058349260277
P40106,GPP2,51.54170025999997,True,51.82628212175655,51.14436932636386,2.6368079673826528,-0.3973309336361126,38.0,34.855694621195596,28.341939615758463,7.97770206057835,-9.658060384241537
P09457,ATP5,50.71293308999998,True,51.00508641783574,51.14820280044722,4.1819593478041766,0.43526971044724405,34.0,30.36515796727832,32.64812867713704,5.354349131221069,-1.3518713228629622
P23776,EXG1,51.475350730261766,False,52.174730698051235,51.18533938153945,4.737119399693053,-0.2900113487223166,46.0,38.03885849132405,34.64775225401655,3.9353485344858123,-11.352247745983448
Q03266,ABZ2,51.475350730261766,False,52.533941437853684,51.18676836771425,3.9224447365714386,-0.28858236254751546,35.0,30.676085014667137,30.937267774831014,7.582253519505061,-4.062732225168986
P53966,KTR5,51.475350730261766,False,52.14155433296958,51.18740865933677,6.99873916113541,-0.28794207092499846,38.0,33.97561367393473,27.448803047323565,6.308854300020223,-10.551196952676435
P27796,POT1,51.475350730261766,False,51.58051302769286,51.22154243686185,3.069566799091854,-0.2538082933999135,33.0,30.283300889289194,25.679907326035902,9.56312553700831,-7.320092673964098
P09201,FBP1,51.475350730261766,False,51.796281252237065,51.223431461579764,4.903828647184793,-0.251919268682002,35.0,31.37170975517313,27.63527644834005,7.328420625213508,-7.364723551659949
P33333,SLC1,51.475350730261766,False,52.50445641012402,51.23905638943086,4.461580927972914,-0.23629434083090928,34.0,32.96486056017693,33.96423826643371,6.130866772785546,-0.03576173356628942
Q04066,BNA7,51.475350730261766,False,51.455193184133236,51.250829498575115,3.487318422098243,-0.2245212316866514,35.0,31.05051321549763,24.17945099266916,9.02273074239937,-10.82054900733084
P41734,IAH1,51.475350730261766,False,52.64964276496971,51.25901964759555,4.259985905571698,-0.21633108266621548,35.0,32.307340826672714,32.08310762320667,6.589164670228529,-2.916892376793328
P47125,BNA2,51.475350730261766,False,51.12154820257285,51.28022450729793,3.2849411184349777,-0.19512622296383597,32.0,29.686300414267862,19.653822451740666,8.624003624387868,-12.346177548259334
Q07830,GPI13,51.475350730261766,False,52.20331187013164,51.313726169104314,2.4345141332621107,-0.16162456115745272,35.0,32.5636397527054,26.658121933475115,4.483534646217306,-8.341878066524885
P15496,IDI1,51.475350730261766,False,52.12672237814013,51.31503827058481,5.477239511073896,-0.16031245967695895,36.0,32.37646109640531,24.51299260592441,7.550867061204788,-11.48700739407559
P47052,YJL045W,51.475350730261766,False,51.62044977932322,51.318724723813034,3.7209528469490727,-0.15662600644873237,34.0,32.0665989309698,26.40679100620406,8.845086036763846,-7.59320899379594
P04803,MSW1,51.475350730261766,False,51.65953826063674,51.34228485110418,4.0616008765136105,-0.13306587915758428,32.0,30.482418880600676,22.95562434811262,6.849793321776036,-9.044375651887378
P17255,VMA1,49.98862036999998,True,49.79904674615324,51.369201614338124,2.1089867368164774,1.3805812443381456,35.0,32.89247783323759,29.069895090767886,6.27440250372509,-5.930104909232114
P12684,HMG2,51.475350730261766,False,51.06999297496486,51.3768622702716,3.1647185402680553,-0.09848845999016476,33.0,30.125078669941274,27.706262787611422,5.668570839445463,-5.293737212388578
Q12233,ATP20,51.475350730261766,False,51.90519167839176,51.37970781592668,3.451528545739041,-0.09564291433508743,38.0,34.60272933440376,29.349054735406867,7.516979353479797,-8.650945264593133
P19414,ACO1,50.407373940000014,True,50.79671309986634,51.38808875190591,2.018777259779315,0.9807148119058979,34.0,33.45446612147191,29.982269168422704,9.291314452949521,-4.017730831577296
P10356,YER152C,51.04311894,True,51.12243969207293,51.3889957049783,2.046900577020083,0.3458767649782999,36.0,31.891895194329436,29.602432231675266,6.259503095977913,-6.397567768324734
P13711,POX1,51.475350730261766,False,51.70902009773397,51.39280595199142,2.9057705021590543,-0.08254477827034634,37.0,33.29753822853496,27.042396124617596,6.032161860339518,-9.957603875382404
P10963,PCK1,51.475350730261766,False,51.76957785491027,51.40046120413223,3.7165418401959256,-0.07488952612953881,36.0,33.1469720252627,23.70504118606948,11.08757569776513,-12.29495881393052
P41735,CAT5,51.475350730261766,False,51.952512637080076,51.412606435632824,4.033227875378691,-0.06274429462894204,33.0,30.304354940290807,35.52780075049566,6.1370289205021535,2.5278007504956577
P15625,FRS2,52.30637471,True,52.88127853170744,51.41859281774941,2.304933356901452,-0.8877818922505867,34.0,31.02816515916021,31.014487764642695,5.238343826081126,-2.985512235357305
P32643,TMT1,51.475350730261766,False,52.195105264469646,51.424748472232864,3.4987155090404936,-0.050602258028902725,38.0,35.94365116902134,29.385817236710864,8.454615518742246,-8.614182763289136
Q04396,LPP1,51.475350730261766,False,52.301620389119364,51.42854309884984,3.097838537245365,-0.04680763141192301,35.0,32.48211951171288,30.034529020225136,5.822726524762993,-4.965470979774864
P15624,FRS1,52.723309330000006,True,52.8937375826402,51.43515443531567,2.6333130173764654,-1.2881548946843395,34.0,31.564231294684873,31.336583467233595,8.409192358792252,-2.663416532766405
P54781,ERG5,51.475350730261766,False,52.16400690101341,51.44441646346269,6.223079849822817,-0.03093426679907907,34.0,32.110771717403225,30.01841460342183,4.685431251669278,-3.9815853965781685
P53312,LSC2,51.475350730261766,False,52.988972150422114,51.45812386929549,4.850527742853109,-0.017226860966275126,32.0,29.595822950653314,32.24000241216925,4.402437898613128,0.24000241216924678
P38286,IFA38,51.475350730261766,False,51.115584884117425,51.48412825027242,3.6339242844002047,0.008777520010653461,34.0,31.516441451472474,25.360321656859128,11.856125761699532,-8.639678343140872
P53167,PUS2,51.475350730261766,False,51.398993926380626,51.48769580939745,4.865508941351184,0.0123450791356845,33.0,29.090183853452913,22.874442004631135,8.82866585674765,-10.125557995368865
P20049,TYR1,51.475350730261766,False,52.00516304438611,51.48969408741107,5.733337910269339,0.014343357149300573,35.0,32.61765007411253,29.713317227372727,6.846102972027957,-5.286682772627273
P36143,GLG1,51.475350730261766,False,50.95325649992719,51.51972122262384,2.9828399195007806,0.04437049236207713,37.0,31.885325745191267,23.028209623894725,11.86177246839365,-13.971790376105275
P38891,BAT1,51.475350730261766,False,52.15017915515165,51.523250286917744,3.8762228513005295,0.04789955665597745,38.0,35.600104655648465,33.21189657180764,5.61837349713582,-4.788103428192358
P53687,HST3,51.475350730261766,False,51.515469086165695,51.53275876725439,4.790207696370634,0.05740803699262642,35.0,32.08888968907229,27.932693540920297,6.273424752408208,-7.067306459079703
Q06703,CDA2,51.475350730261766,False,52.22765903153521,51.540398836338056,4.937291667187756,0.06504810607628997,39.0,35.18606756211824,33.87370094472158,6.639068313748615,-5.126299055278423
P15179,MSD1,51.475350730261766,False,51.08115363896923,51.54327418459343,5.2701204135624105,0.06792345433166247,33.0,30.734964125105307,33.09830732007191,5.578786865512678,0.09830732007191045
P23501,YSR3,51.475350730261766,False,51.86992378182907,51.55307466836808,7.265244580942108,0.07772393810631684,37.0,34.672798577441995,25.95892828923155,5.218458815018074,-11.041071710768449
P38689,PRS3,50.62758714,True,50.74401695369767,51.567105535215205,2.3159136455654066,0.9395183952152024,34.0,30.653759804543597,29.467438576988798,11.119442156309129,-4.532561423011202
Q08645,MET7,51.48199693999999,True,51.50349216693775,51.57937134061143,2.5742500843291176,0.09737440061144298,33.0,29.584802803694856,24.604488647463654,8.717172940875136,-8.395511352536346
P00549,CDC19,49.68328980000001,True,50.24051374666658,51.58328543010231,3.987862304766008,1.8999956301022962,34.0,33.088714167432954,34.774695486545454,2.7809205539809554,0.7746954865454541
P26725,YUR1,51.475350730261766,False,51.78424779444771,51.58408628393016,5.052371375539857,0.10873555366839582,39.0,34.25218818459689,29.93708992057674,7.234394276902655,-9.062910079423261
P27515,URK1,51.475350730261766,False,52.10955757718557,51.614107506667494,6.632618513991294,0.13875677640572803,34.0,31.52350997062581,26.526992430934058,7.727833347713401,-7.473007569065942
P48016,ATH1,51.475350730261766,False,52.19153656469689,51.61517740014364,5.986454138738836,0.1398266698818702,38.0,33.772369646296966,31.875663085864517,4.328923688787318,-6.124336914135483
Q05874,NNT1,51.475350730261766,False,52.44452704899447,51.61771598351123,3.920124163682224,0.1423652532494657,35.0,31.914489521433666,29.76131145074237,8.419771784507839,-5.238688549257631
P16467,PDC5,51.475350730261766,False,51.892861767548425,51.62759712948167,4.550730497599063,0.15224639921990502,28.0,25.905521569716484,17.222473735448034,10.382446427341938,-10.777526264551966
P38226,CST26,51.475350730261766,False,52.04354717250936,51.6478831435345,2.884848054989061,0.17253241327273372,35.0,33.058213097987334,27.906329747524808,6.118835370649735,-7.093670252475192
Q10740,LAP2,51.98199089000002,True,51.92762010686272,51.662686361076624,3.0122770865580786,-0.31930452892339645,34.0,30.501251039222836,25.76535606991257,11.717029804050409,-8.23464393008743
P53332,CAB4,51.475350730261766,False,51.62860923129699,51.66860566894945,3.9212141327687857,0.19325493868768717,33.0,33.393314115927524,29.91192475167179,7.317365517504728,-3.0880752483282095
Q03262,PRM15,51.475350730261766,False,51.8121601861406,51.680661571369455,2.91343211404377,0.20531084110768916,37.0,34.637857056750704,29.380460709809313,5.096803662605017,-7.619539290190687
P46151,MET12,51.475350730261766,False,51.445009863916766,51.68306553625479,4.288779093112817,0.20771480599302095,34.0,31.457994965817193,18.46776867227544,9.00059942665105,-15.53223132772456
P00572,CDC8,51.475350730261766,False,52.26820635405335,51.686555911880134,3.596827732822282,0.211205181618368,33.0,30.607228140149346,33.90203930392778,6.190390010557723,0.9020393039277792
P42826,XKS1,51.475350730261766,False,51.39394652462039,51.69160022597538,4.032757573060337,0.21624949571361185,33.0,29.712049261557695,26.695164751340542,9.007795092529568,-6.304835248659458
Q12676,FOL3,51.475350730261766,False,51.88407669035257,51.70747586243033,4.284753351499182,0.23212513216856223,33.0,30.888332965632117,24.906687494789878,7.456903001521572,-8.093312505210122
P22438,MSM1,51.475350730261766,False,51.51982266379514,51.711736601553355,4.038387747919069,0.2363858712915885,36.0,33.24947473186927,32.26195214292352,4.444792801105288,-3.738047857076481
P49723,RNR4,50.85814617,True,51.06857310577345,51.71819090757697,1.4135721574381,0.8600447375769704,38.0,33.23671842976148,34.95042339368905,6.917250754172172,-3.04957660631095
P06174,HEM4,51.475350730261766,False,52.30664741715873,51.71903693506806,4.03077437135963,0.24368620480629488,35.0,34.324810730444824,31.76930515753395,6.1251374344153735,-3.2306948424660504
P06700,SIR2,51.475350730261766,False,52.48235341534553,51.7474960065843,2.7016928400408093,0.27214527632253294,37.0,33.912211091245354,30.978775745048722,7.748986138762813,-6.021224254951278
P40857,PHS1,51.475350730261766,False,52.19809951777222,51.74805874992933,4.868016190724323,0.27270801966756153,36.0,33.059545491421886,30.671371488804198,7.366414308874215,-5.328628511195802
P08417,FUM1,51.475350730261766,False,51.82183145611111,51.763365014764815,5.310679446754752,0.2880142845030491,34.0,32.04174932278147,25.68738095726161,8.67235141883788,-8.31261904273839
P38604,ERG7,51.475350730261766,False,51.81645128170072,51.763668615451365,4.797375129435464,0.2883178851895991,37.0,33.24547593772962,25.27723376128847,7.805551313927414,-11.722766238711529
P38131,KTR4,51.475350730261766,False,52.414132745711356,51.78557243884018,6.3873310832614365,0.31022170857841047,41.0,34.84434746691818,28.29557871554914,5.8729346039104255,-12.70442128445086
Q99312,ISN1,51.475350730261766,False,51.68716586279777,51.79564275826897,3.9433172874290343,0.32029202800720213,33.0,30.809508563289114,27.369485595076924,6.1948526825788655,-5.630514404923076
P0CW41,IMA4,51.475350730261766,False,52.269080431169414,51.79730294647271,3.708543653258892,0.3219522162109456,42.0,36.72399559483449,31.373089102050415,6.33789098726032,-10.626910897949585
P07258,CPA1,51.475350730261766,False,52.146698553239275,51.80868380431622,5.337303718036663,0.3333330740544511,38.0,35.14445744678875,29.813426344769596,6.857165509810413,-8.186573655230404
P46969,RPE1,51.475350730261766,False,52.037817735318015,51.81956565256394,2.9792817262346,0.34421492230217154,35.0,30.586288780649625,28.528932236607773,6.558820763862118,-6.471067763392227
P25377,ADH7,51.475350730261766,False,51.858642521935394,51.8215953201331,3.3267341931260876,0.34624458987133266,34.0,30.923885518016164,22.18995416341926,5.86579242975176,-11.810045836580741
P36150,MET1,51.475350730261766,False,51.95853591752007,51.83223616140896,4.213078251279723,0.35688543114719096,32.0,31.98720253027392,25.821955760206492,8.162919806210317,-6.178044239793508
Q08224,THI20,51.475350730261766,False,52.10726777308298,51.83634321146968,5.758288545855374,0.3609924812079157,35.0,31.61225677654386,30.967961610705856,7.200569033343981,-4.032038389294144
P04173,LEU2,51.475350730261766,False,51.81664661534808,51.839460222845105,4.58752656688003,0.3641094925833386,31.0,29.821075377159787,28.879327961231354,6.4664607090332185,-2.120672038768646
Q03677,ADI1,51.475350730261766,False,51.06244399307832,51.86541625665615,5.3893078230555345,0.3900655263943804,37.0,30.638844369830167,27.873254849804994,9.559671238898694,-9.126745150195006
P30902,ATP7,49.041706499999975,True,49.61276854702612,51.91527472612478,4.614635595492661,2.873568226124803,33.0,30.577848806829593,28.467608792688225,6.920471861829472,-4.532391207311775
P16140,VMA2,49.1682179,True,49.35612025373348,51.950452820609144,3.0944833555691025,2.7822349206091417,35.0,33.59872765338798,30.972637336168305,5.042768048062842,-4.0273626638316955
P25580,PBN1,51.475350730261766,False,51.943675477950364,51.970452596636505,6.003558349522355,0.4951018663747391,36.0,32.75015533133069,28.60023861272606,8.742947425017231,-7.399761387273941
P11353,HEM13,53.44208667999999,True,54.19044675892235,51.97279226780586,2.5286821072716306,-1.469294412194131,38.0,34.60142537377703,33.152542891716166,6.509092385881613,-4.847457108283834
P32604,FBP26,51.475350730261766,False,51.5846503608347,51.97954961877946,3.041743000272211,0.504198888517692,36.0,32.41452121820345,35.20796990989504,6.473717520273897,-0.7920300901049586
Q06178,NMA1,51.475350730261766,False,52.47266025586873,52.01344269375335,6.229333269976321,0.5380919634915813,37.0,31.969708988669254,31.584691451838296,6.202406890939681,-5.415308548161704
P32567,PAH1,51.475350730261766,False,51.29933969796775,52.03095479977958,4.947978774955504,0.5556040695178126,36.0,31.656316487518552,26.366300223725716,6.0874598917135465,-9.633699776274284
P47143,ADO1,54.61935427000003,True,54.84775388563207,52.04037915407645,3.1730156548500785,-2.5789751159235834,37.0,34.45688048162981,30.93862569333305,5.576765551066618,-6.0613743066669485
Q08985,SAM4,54.63879935,True,54.75350676277708,52.04466870589238,2.8660127783303917,-2.594130644107622,35.0,33.342016349179744,25.891976185046587,8.875854468656156,-9.108023814953413
P41939,IDP2,51.475350730261766,False,52.1840486847974,52.052355415166346,4.626961084426294,0.5770046849045798,37.0,32.96897848490801,26.666912413958926,7.29178563015359,-10.333087586041074
P42837,FIG4,51.475350730261766,False,52.05517638343997,52.06730026447025,2.716897848956712,0.5919495342084815,37.0,33.9557747067571,26.81142217330563,7.160168675343247,-10.18857782669437
P53264,CLD1,51.475350730261766,False,52.53711396071043,52.077636522543685,3.6544958593991574,0.6022857922819185,35.0,32.70077434614325,29.298293894554888,6.639353129985537,-5.701706105445112
Q01217,"ARG5,6",49.53922096000002,True,49.91755005675384,52.07858694312125,2.6116547687996365,2.539365983121229,37.0,31.844040725562706,27.89576921153258,5.7807146030886685,-9.104230788467419
P28274,URA7,51.475350730261766,False,51.48715099490164,52.08817076761329,5.659394229151495,0.6128200373515256,34.0,31.709371577508932,25.292207744907387,8.237630635488022,-8.707792255092613
Q08975,THI21,51.475350730261766,False,51.584567652994224,52.10918243786443,5.307140583021209,0.6338317076026669,36.0,30.955039212034308,29.00612863569546,8.015380035693106,-6.993871364304539
Q06321,ATG26,51.475350730261766,False,52.1477748405124,52.10990898338093,3.3086442626513843,0.6345582531191667,30.0,28.879136629052937,28.47731689616228,5.5018856430136704,-1.5226831038377213
P41903,TES1,51.475350730261766,False,51.61300534897532,52.113210899170724,5.395182204846879,0.6378601689089578,30.0,27.6390268088403,20.711500062513267,7.985387405712241,-9.288499937486733
P00401,COX1,51.475350730261766,False,53.2129890974079,52.12679972423234,5.859290337427713,0.6514489939705754,37.0,34.48931423089198,32.126872823815006,7.247535027483143,-4.873127176184994
P32378,COQ2,51.475350730261766,False,51.76572580825422,52.151562223088774,4.877331110507973,0.676211492827008,37.0,32.73092407035978,28.22943875545178,7.462679381228629,-8.770561244548219
P40215,NDE1,51.475350730261766,False,52.24069811074071,52.151649231303566,4.903230234515276,0.6762985010417992,36.0,34.340676674043266,32.07573583860551,5.386966560169031,-3.9242641613944897
