uniprotAccession,proteinId,meltingPoint,pred
P30771,P30771_NAM7,50.9474786198465,52.618533
P30822,P30822_CRM1,53.000569146656,50.249875
P31115,P31115_DEG1,49.3590145263279,51.20877
P31116,P31116_HOM6,54.5987394265545,55.889088
P31373,P31373_CYS3,52.2662885658778,55.795532
P31374,P31374_PSK1,51.2107950096183,53.02999
P31377,P31377_SYN8,52.8796687837014,51.458383
P31383,P31383_TPD3,50.6171860592285,50.867224
P31384,P31384_CCR4,54.8213672900806,53.426975
P31385,P31385_DEP1,51.8886986575554,52.129263
P31386,P31386_ATS1,50.205745546078,52.958244
P31412,P31412_VMA5,47.7093402228162,52.934378
P31539,P31539_HSP104,48.141578987711,55.252123
P31688,P31688_TPS2,47.9203951475965,49.821305
P32047,P32047_MLF3,54.1956687302044,52.183688
P32074,P32074_SEC21,49.0947717837277,50.97236
P32178,P32178_ARO7,49.9427642092519,62.587112
P32179,P32179_MET22,50.2713732944558,52.92601
P32190,P32190_GUT1,54.4914334907517,54.170936
P32191,P32191_GUT2,42.4715176268154,54.395866
P32263,P32263_PRO3,51.7729858825945,56.866306
P32264,P32264_PRO1,44.8373232272395,53.484756
P32288,P32288_GLN1,48.0916480412022,60.392976
P32316,P32316_ACH1,52.0289340268126,55.550426
P32319,P32319_PEP1,48.8489057100311,51.561362
P32324,P32324_EFT1,51.9661614541661,53.939515
P32327,P32327_PYC2,49.2646459221131,54.567105
P32335,P32335_MSS51,47.7426715482814,52.507544
P32337,P32337_PSE1,52.4222029603172,50.952846
P32342,P32342_SRP21,43.8729638494837,54.820895
P32345,P32345_PPH3,52.9096455371484,60.829312
P32347,P32347_HEM12,53.6479611711643,66.169399
P32349,P32349_RPC82,46.543569494134,52.224404
P32351,P32351_IMP2,48.2368785461461,53.994989
P32356,P32356_NTH1,49.4253518810294,52.330655
P32366,P32366_VMA6,50.1714521066056,54.528457
P32377,P32377_MVD1,52.3854975247698,52.44028
P32379,P32379_PUP2,51.1452186933037,55.621624
P32380,P32380_SPC110,49.234267197818,56.636757
P32381,P32381_ARP2,49.5785609803064,54.153508
P32387,P32387_MRP20,44.0734003121034,52.336806
P32389,P32389_MET4,52.2171829622953,52.849609
P32419,P32419_MDH3,48.7946156227045,61.172599
P32432,P32432_SFP1,53.9724305869134,53.750235
P32445,P32445_RIM1,49.6536798347147,55.395502
P32447,P32447_ASF1,51.9114472720292,53.687006
P32449,P32449_ARO4,47.6598605181644,55.166578
P32451,P32451_BIO2,49.1620490353814,49.727172
P32454,P32454_APE2,50.6994069391391,52.547991
P32457,P32457_CDC3,49.7128954455788,51.465803
P32458,P32458_CDC11,48.8181265631786,52.920508
P32459,P32459_DAL3,50.0631588718213,53.230089
P32461,P32461_DPH2,49.3856185747305,51.285845
P32463,P32463_ACP1,50.2422943991121,56.870431
P32468,P32468_CDC12,48.160777735822,53.381628
P32469,P32469_DPH5,46.6432830435598,53.179157
P32471,P32471_EFB1,55.8154251470239,53.675681
P32472,P32472_FPR2,54.657182029425,55.594569
P32473,P32473_PDB1,47.8816643986338,52.27083
P32474,P32474_EUG1,48.7773107227769,53.51209
P32477,P32477_GSH1,44.5295333513023,51.625192
P32481,P32481_GCD11,50.5865111835975,53.812754
P32485,P32485_HOG1,49.9721542937066,54.044741
P32486,P32486_KRE6,42.6624291377008,52.801293
P32492,P32492_MYO4,48.5376154656575,50.994027
P32494,P32494_NGG1,44.0694055077011,52.575248
P32495,P32495_NHP2,44.772853426751,56.333727
P32496,P32496_RPN12,51.4228268838119,57.486743
P32497,P32497_NIP1,47.0084149116413,51.639444
P32499,P32499_NUP2,59.6489588121375,56.571048
P32501,P32501_GCD6,44.3560087072102,52.552634
P32505,P32505_NAB2,50.0458371600212,53.803045
P32521,P32521_PAN1,50.9822827841328,52.821964
P32523,P32523_PRP19,47.1283339386054,53.289318
P32524,P32524_PRP21,44.9282056343846,51.609218
P32527,P32527_ZUO1,42.2737599823963,53.627497
P32528,"P32528_DUR1,2",49.6630832503385,54.21828
P32558,P32558_SPT16,44.0136718763416,52.003276
P32563,P32563_VPH1,57.2362526781283,54.443413
P32565,P32565_RPN2,45.1253673312463,53.586262
P32566,P32566_SMI1,47.8388757797193,52.921849
P32573,P32573_SPS19,51.2392737482273,58.061349
P32582,P32582_CYS4,49.6423817544059,59.139109
P32585,P32585_SRB5,47.2280519567199,53.64849
P32588,P32588_PUB1,53.3281896761858,51.413518
P32589,P32589_SSE1,47.9276675275176,55.776662
P32590,P32590_SSE2,45.2613211026825,54.89099
P32591,P32591_SWI3,45.767613017858,53.380406
P32597,P32597_STH1,47.0514717055877,52.121037
P32598,P32598_GLC7,47.8103513709308,55.612111
P32599,P32599_SAC6,48.5838787354412,54.022384
P32602,P32602_SEC17,50.6444590601251,54.374921
P32603,P32603_SPR1,51.3907008339524,54.254073
P32607,P32607_RTG1,54.6355144556376,54.140025
P32608,P32608_RTG2,49.9455588829688,56.71671
P32610,P32610_VMA8,52.265440109172,57.741207
P32611,P32611_RML2,42.3735364591587,53.175181
P32614,P32614_FRD1,53.4529666649566,57.397372
P32617,P32617_IES6,45.8409921333808,55.194306
P32618,P32618_YEL043W,50.4979084791203,52.047318
P32623,P32623_UTR2,50.8177400005003,51.817697
P32626,P32626_UTR4,50.1447071947647,53.192192
P32628,P32628_RAD23,55.1695900647897,53.763747
P32634,P32634_PMD1,49.1363197013291,54.010421
P32643,P32643_TMT1,49.2549274704007,53.189498
P32769,P32769_HBS1,48.8863246635752,53.171355
P32771,P32771_SFA1,52.611930398458,52.97901
P32774,P32774_TOA2,51.6535533768891,54.248887
P32775,P32775_GLC3,53.5157364244988,57.101196
P32787,P32787_MGM101,47.6575503829045,51.691353
P32790,P32790_SLA1,49.5591376040183,53.054124
P32795,P32795_YME1,53.723628316435,51.478702
P32797,P32797_CDC13,52.3952275974847,52.102476
P32804,P32804_ZRT1,48.0507615707818,56.83049
P32831,P32831_NGR1,43.2817169635244,52.961153
P32832,P32832_NPL6,44.3981784739361,50.630569
P32835,P32835_GSP1,49.2342892904079,52.603769
P32836,P32836_GSP2,49.5643589956921,53.587449
P32844,P32844_SEC6,48.9941791428474,53.238899
P32860,P32860_NFU1,58.3653359740839,56.521624
P32861,P32861_UGP1,49.7464917020927,57.841331
P32864,P32864_MRS6,44.0006603893051,52.049291
P32867,P32867_SSO1,52.090768366778,52.865148
P32892,P32892_DRS1,42.9308655656065,55.325037
P32895,P32895_PRS1,47.3726928248642,54.573888
P32898,P32898_CYM1,50.3042383080304,54.296035
P32902,P32902_MRP4,42.664215554043,51.774567
P32905,P32905_RPS0A,45.621325506017,56.152815
P32909,P32909_SMY2,53.6977542294672,53.426242
P32911,P32911_SUI1,51.9346479266291,59.341609
P32912,P32912_VAM7,50.4274879528919,52.768683
P32939,P32939_YPT7,48.5764796536331,55.275637
P33201,P33201_MRT4,48.3203796541939,55.172151
P33204,P33204_ARC19,51.456110194308,54.751819
P33297,P33297_RPT5,49.4522376846575,48.733708
P33298,P33298_RPT3,45.7216080402847,51.882631
P33299,P33299_RPT1,44.9751470390159,50.982469
P33306,P33306_BCK2,52.0613880006533,53.472131
P33307,P33307_CSE1,49.3200129903768,50.23241
P33308,P33308_CSE2,50.8867412769789,52.502292
P33312,P33312_RIB7,52.5927774034686,53.380316
P33313,P33313_CNS1,45.1945295761745,52.787256
P33315,P33315_TKL2,52.5041445604922,54.301524
P33317,P33317_DUT1,56.4513993533564,59.758002
P33322,P33322_CBF5,45.9004338753148,53.847855
P33324,P33324_YKL091C,55.0135306652136,55.896145
P33327,P33327_GDH2,48.5957458006595,53.992015
P33328,P33328_SNC2,47.7925357519549,56.763142
P33330,P33330_SER1,47.7633634962821,56.619853
P33331,P33331_NTF2,53.998950843719,56.1737
P33338,P33338_SLA2,49.4884335172022,54.464144
P33399,P33399_LHP1,49.7394800334574,52.154511
P33401,P33401_PGM1,52.8398621617121,58.508688
P33412,P33412_ECT1,43.5991582013419,55.758291
P33416,P33416_HSP78,48.2971457401461,55.051446
P33417,P33417_IXR1,47.9121656288027,53.751665
P33441,P33441_MFT1,48.7227883252551,52.255028
P33442,P33442_RPS1A,41.7938667374067,53.085595
P33734,P33734_HIS7,48.6272916263646,59.630388
P33748,P33748_MSN2,49.9517338385251,52.213115
P33749,P33749_MSN4,50.9798215810104,52.601206
P33750,P33750_SOF1,53.464388587547,56.866843
P33755,P33755_NPL4,49.3857703394701,52.996594
P33759,P33759_MRPS5,41.3386092546681,53.412813
P33775,P33775_PMT1,39.627160498635,52.455145
P33892,P33892_GCN1,46.438532629472,50.863749
P34078,P34078_LTV1,54.683632326135,54.374737
P34087,P34087_RPB7,51.2317866990328,53.290182
P34160,P34160_STO1,49.9970312276683,51.06172
P34162,P34162_SRB2,48.7650213519259,54.771692
P34163,P34163_TGL1,58.4585313088069,53.808111
P34167,P34167_TIF3,52.4027497018675,55.076224
P34216,P34216_EDE1,53.6032640920404,52.171701
P34217,P34217_PIN4,56.6627351574367,53.873205
P34220,P34220_YBL055C,50.7576538189413,52.10309
P34221,P34221_PTC3,50.6039433142275,53.144974
P34226,P34226_SKT5,49.7042675152508,53.096277
P34227,P34227_PRX1,49.4235221397431,50.649619
P34237,P34237_COY1,47.8570198190321,53.646219
P34240,P34240_ZRT3,41.3862371994526,57.419443
P34760,P34760_TSA1,55.9365047961362,55.731183
P34761,P34761_WHI3,51.478829253885,49.663115
P34909,P34909_MOT2,44.7832958420873,53.898752
P35056,P35056_PEX5,54.8582811881561,55.358863
P35176,P35176_CPR5,51.8423190448293,56.838781
P35178,P35178_RRP1,47.3295442872304,52.578884
P35179,P35179_SSS1,42.4713045581854,56.543666
P35180,P35180_TOM20,54.2743432507482,54.63137
P35182,P35182_PTC1,46.3575265458665,55.578679
P35184,P35184_SQT1,44.4446621057902,53.617269
P35189,P35189_TAF14,55.3846521709748,54.140717
P35193,P35193_ATG19,54.6379232425536,52.584118
P35195,P35195_ECM15,51.346517376262,59.152311
P35197,P35197_GCS1,55.0485066298365,51.644486
P35202,P35202_THI80,52.9009900667294,57.040185
P35207,P35207_SKI2,42.7096062966422,52.468795
P35691,P35691_TMA19,50.5813625044174,58.309883
P35719,P35719_MRP8,52.5807644086555,54.227728
P35728,P35728_MPE1,47.9952674655203,52.468091
P35732,P35732_DEF1,52.813012902288,52.220762
P35736,P35736_YKL050C,50.0066872254454,52.408791
P35817,P35817_BDF1,43.3537311064431,53.216076
P35842,P35842_PHO11,55.3373968861099,53.168803
P35844,P35844_KES1,49.4505634578027,52.193892
P36007,P36007_SRY1,47.75301599762,61.724991
P36008,P36008_TEF4,43.1532215102937,52.654153
P36010,P36010_YNK1,51.4435384774969,56.555992
P36013,P36013_MAE1,45.1935232265052,52.037179
P36015,P36015_YKT6,47.0294517885389,53.920251
P36016,P36016_LHS1,45.7044289370278,54.416978
P36017,P36017_VPS21,45.8417238234734,55.276871
P36018,P36018_YPT52,49.6035764992542,54.493546
P36036,P36036_YRA2,45.8849575567582,56.021631
P36037,P36037_DOA1,54.144677422697,52.480322
P36040,P36040_ADD66,47.7027692188899,51.642531
P36041,P36041_EAP1,51.9115220319023,53.841001
P36046,P36046_MIA40,52.675911590968,53.965575
P36047,P36047_SDS22,48.9710516041181,58.181584
P36049,P36049_EBP2,43.03647300924,52.699989
P36053,P36053_ELF1,57.945584068227,54.445082
P36059,P36059_YKL151C,53.4274170508595,62.009346
P36060,P36060_MCR1,45.3667790299056,53.666979
P36069,P36069_PMU1,44.980846360756,56.549305
P36076,P36076_CAB3,51.6310131205711,52.353591
P36077,P36077_SRX1,54.957028966243,55.831528
P36080,P36080_RRP14,46.2799410600598,54.782361
P36084,P36084_MUD2,53.1464082380681,53.197533
P36088,P36088_YKL069W,47.4784622297256,54.630035
P36103,P36103_YKL023W,43.0519033001842,53.501934
P36104,P36104_SWD2,55.537991857845,53.408915
P36105,P36105_RPL14A,41.6863471645461,60.734242
P36110,P36110_PRY2,49.6415578781077,54.354554
P36114,P36114_YKR018C,49.2233598152516,51.346153
P36116,P36116_VPS51,52.5830590081463,54.819256
P36119,P36119_YKR023W,61.6588931582503,53.209758
P36121,P36121_RPC37,47.4259336717899,52.29432
P36124,P36124_SET3,50.1368406946302,53.745693
P36136,P36136_SHB17,49.8350968499147,55.008703
P36139,P36139_PET10,45.0331657554761,51.808995
P36141,P36141_FMP46,52.1778853802717,52.817482
P36145,P36145_TFA2,50.0393605912622,52.336615
P36149,P36149_BET3,45.9241093265118,52.270323
P36150,P36150_MET1,54.2078587218004,51.444107
P36151,P36151_YKR070W,46.911807369484,53.441262
P36152,P36152_DRE2,52.6008744125704,52.365094
P36154,P36154_AIM29,54.4755561911921,65.107137
P36156,P36156_ECM4,56.9386302302001,51.058751
P36159,P36159_TRZ1,51.7177796149162,54.708564
P36160,P36160_RPF2,43.7336758938406,51.990235
P36162,P36162_DAD2,48.1268606392163,56.890345
P36167,P36167_SRL3,52.4672099107491,55.627674
P36169,P36169_SKG1,54.9889485019457,54.092294
P36224,P36224_JNM1,53.9693610020645,53.802592
P36421,P36421_TYS1,46.3445156878233,51.267952
P36520,P36520_MRPL10,42.6254027792883,53.725344
P36521,P36521_MRPL11,43.4722591371105,52.783757
P36526,P36526_MRPL27,41.0115219334659,56.476814
P36531,P36531_MRPL36,50.1288222645343,53.65268
P36532,P36532_MRPL37,51.6639231124122,53.292966
P36775,P36775_PIM1,43.8688878828663,52.682453
P37012,P37012_PGM2,54.6514633434802,60.550976
P37254,P37254_ABZ1,49.5699112262745,52.255136
P37262,P37262_SOL2,46.9156154952432,51.767367
P37263,P37263_YCR087C-A,47.0804379778295,55.249757
P37291,P37291_SHM2,49.7080535547052,58.674294
P37292,P37292_SHM1,52.3382358998706,52.318138
P37302,P37302_APE3,50.5337050574979,51.918072
P37303,P37303_GLY1,46.797503401922,55.927676
P37304,P37304_PAM1,53.6991485548459,53.459775
P37898,P37898_AAP1,49.8730326178821,53.339416
P38009,P38009_ADE17,52.7158223240994,54.417431
P38011,P38011_ASC1,54.4847207942828,54.817146
P38041,P38041_BOI1,45.7051084425872,53.656596
P38061,P38061_RPL32,42.3142313742727,60.626298
P38063,P38063_PRS4,47.368674506913,56.611603
P38066,P38066_RIB1,49.3163656919947,52.628964
P38067,P38067_UGA2,51.1309063132718,59.156716
P38068,P38068_GRX7,47.5518353996932,57.552809
P38071,P38071_ETR1,52.4582003106734,54.757142
P38074,P38074_HMT1,43.3156559744244,55.634004
P38075,P38075_PDX3,49.4512883907656,57.031864
P38077,P38077_ATP3,50.018928218538,53.740609
P38080,P38080_AKL1,51.0810354735361,53.739297
P38081,P38081_YBR056W,46.2248514435638,54.487783
P38088,P38088_GRS1,46.2810941956248,57.672113
P38109,P38109_YBR139W,50.4731954937086,52.865916
P38112,P38112_MAK5,41.726544663993,52.962184
P38113,P38113_ADH5,46.2216075916849,56.216532
P38115,P38115_ARA1,52.2967574339087,53.796631
P38120,P38120_MRPS9,43.561774311972,55.545956
P38129,P38129_TAF5,41.3944908724664,53.983217
P38131,P38131_KTR4,43.8127280007492,56.791079
P38137,P38137_PCS60,46.9047209277286,53.806156
P38138,P38138_ROT2,49.4303969831563,55.040151
P38145,P38145_RIB5,46.1671778807459,66.322058
P38149,P38149_DUG2,49.8884426507234,52.021533
P38153,P38153_APM3,47.8161828612169,52.585483
P38162,P38162_MIX23,59.2799825764,52.65196
P38166,P38166_SFT2,48.0703886884044,54.411453
P38174,P38174_MAP2,50.0940900964561,55.609721
P38175,P38175_MRP21,55.169373077072,60.791665
P38197,P38197_YBL036C,50.4632212905254,57.273299
P38199,P38199_HEK2,48.5155193389436,55.904716
P38203,P38203_LSM2,49.6878361498405,54.8787
P38205,P38205_NCL1,50.8487880535604,52.560294
P38219,P38219_OLA1,45.4706397402867,58.549905
P38230,P38230_ZTA1,48.2693638337855,62.558842
P38234,P38234_RFS1,53.5106613540488,57.529414
P38235,P38235_YBR053C,52.0929696156654,52.338737
P38237,P38237_UBP14,52.4114271604517,51.232088
P38238,P38238_TRM7,51.1953374761021,52.719921
P38239,P38239_YBR062C,63.562971999032,56.621033
P38243,P38243_YBR071W,53.6081301575649,55.468696
P38248,P38248_ECM33,50.4532624787292,50.361317
P38249,P38249_RPG1,47.6159250289375,52.978557
P38250,P38250_IST2,53.6592857590009,51.796454
P38255,P38255_RXT2,50.7004374590607,52.80993
P38260,P38260_FES1,55.1139682109091,57.049793
P38264,P38264_PHO88,42.6333416129507,58.198017
P38266,P38266_AIM3,53.0498426544101,52.270216
P38272,P38272_SHE3,46.7346410981839,51.989329
P38276,P38276_YBR137W,52.4662865460062,60.000896
P38281,P38281_APD1,52.0500150998384,52.165449
P38282,P38282_SPP381,48.8379971943984,52.5612
P38284,P38284_ICS2,53.916972488273,53.892606
P38288,P38288_TOS1,51.1786258805733,52.328724
P38293,P38293_UMP1,53.6793927136312,54.870313
P38295,P38295_EHT1,44.541475026647,52.870482
P38302,P38302_NTC20,51.1244938932766,52.445775
P38314,P38314_SDS24,46.2120885880155,53.211266
P38328,P38328_ARC40,49.8248917639712,54.896027
P38331,P38331_YBR242W,56.5770069197699,54.557616
P38333,P38333_ENP1,45.9087854984879,52.163708
P38339,P38339_RGD1,50.3304737720926,53.063691
P38340,P38340_TAE1,46.2736147379944,55.547112
P38345,P38345_SDH8,54.4357814541343,53.830719
P38349,P38349_UBX7,53.0583200345163,52.526796
P38351,P38351_PAF1,51.937161529834,52.95586
P38352,P38352_SAF1,49.6106329154354,52.004558
P38354,P38354_YBR285W,45.9588000620725,54.344052
P38426,P38426_TPS3,48.2353463363824,52.132022
P38427,P38427_TSL1,47.9316300852083,51.701051
P38429,P38429_SAP30,46.778094866068,51.992548
P38430,P38430_YMR262W,48.062375297349,53.062123
P38431,P38431_TIF5,52.4608998732631,52.361399
P38555,P38555_YPT31,48.5305911306339,55.816394
P38616,P38616_YGP1,53.443143441173,51.440585
P38620,P38620_PRS2,47.7375044406489,57.246155
P38623,P38623_RCK2,48.5696571408665,53.936428
P38624,P38624_PRE3,51.0613390783234,65.392476
P38625,P38625_GUA1,49.7186677705026,55.675876
P38626,P38626_CBR1,43.4072025511889,55.395693
P38627,P38627_URA8,46.7113658523871,57.177287
P38628,P38628_PCM1,49.8636516110639,53.409123
P38631,P38631_FKS1,45.2509013065238,52.646309
P38634,P38634_SIC1,49.8134174846688,53.537709
P38682,P38682_GLO3,52.9325096645334,53.259677
P38687,P38687_SRP68,41.8865707717805,51.235771
P38688,P38688_SRP72,47.5391587542806,52.524513
P38689,P38689_PRS3,46.7788102732601,61.706305
P38691,P38691_KSP1,52.8719299888517,52.733058
P38697,P38697_IMD2,46.9363213400325,55.334312
P38698,P38698_PPX1,47.3901058822272,54.53136
P38699,P38699_STB5,56.8714061113544,54.287905
P38701,P38701_RPS20,44.4746775392925,54.342669
P38705,P38705_DIA4,47.1898666258495,51.879662
P38707,P38707_DED81,47.2710980569455,53.235209
P38708,P38708_YHR020W,46.2415658654118,52.442557
P38710,P38710_INM1,52.5409569902762,59.480458
P38711,P38711_RPS27B,46.3694610016152,58.627766
P38715,P38715_GRE3,51.6240440590436,53.350896
P38716,P38716_YHR112C,52.8897518381136,54.59047
P38720,P38720_GND1,50.9839422179023,56.784159
P38724,P38724_ARN2,43.5459797584495,56.004614
P38736,P38736_GOS1,46.0145110271734,53.972989
P38741,P38741_RIM4,46.6391687562459,54.020005
P38747,P38747_OTU2,42.0653591643027,51.787299
P38749,P38749_YAP3,41.9406108434933,52.913362
P38754,P38754_RPL14B,42.122687476229,62.556642
P38755,P38755_OSH7,45.9287819854259,52.373797
P38758,P38758_TDA3,52.9045838016083,55.442017
P38764,P38764_RPN1,46.7523669111218,52.432793
P38765,P38765_YHI9,50.1503810090627,56.12461
P38768,P38768_PIH1,50.805989139145,52.92632
P38773,P38773_DOG2,52.6546737431246,53.922194
P38774,P38774_DOG1,49.3951350482413,54.752797
P38777,P38777_FSH1,51.8067813645633,57.149798
P38779,P38779_CIC1,46.6192695952286,51.495212
P38783,P38783_FYV4,44.1959853311627,51.431882
P38786,P38786_RPP1,46.8344947505753,54.73569
P38787,P38787_PAN5,47.9288203744853,53.641921
P38788,P38788_SSZ1,45.6792788840714,54.510319
P38791,P38791_DYS1,50.9110995254284,57.489508
P38792,P38792_RRP4,49.2135727720171,53.618914
P38793,P38793_TRM5,46.660313271578,51.931506
P38795,P38795_QNS1,49.9033734135495,54.097027
P38796,P38796_PPE1,51.8017360819523,53.11265
P38797,P38797_PTC7,50.3739069920845,55.673653
P38798,P38798_NMD2,50.3635264937855,52.772528
P38801,P38801_LRP1,48.5248326939447,60.855263
P38809,P38809_YHR097C,54.4326577089533,53.48177
P38816,P38816_TRR2,48.3012429702219,66.461074
P38818,P38818_CTM1,50.45083126142,51.44276
P38821,P38821_APE4,49.2102101125223,52.101129
P38822,P38822_BZZ1,52.5120602693768,53.259695
P38828,P38828_LSM12,47.7668803423572,52.955657
P38836,P38836_ECM14,52.0327790524779,53.290135
P38840,P38840_ARO9,51.4005292575566,54.474306
P38841,P38841_YHR138C,61.6566861803948,57.190901
P38845,P38845_CRP1,56.5701604062223,54.236662
P38850,P38850_RTT107,52.3855465654135,51.400489
P38853,P38853_KEL1,52.8594415224706,51.33571
P38854,P38854_TDA11,51.573372842931,53.703308
P38858,P38858_SOL3,53.3182072990235,52.560735
P38861,P38861_NMD3,49.1838981789355,53.26305
P38866,P38866_FMO1,49.2678838922331,54.733354
P38874,P38874_IKI1,47.8659440495522,51.628047
P38876,P38876_PTH1,47.6558774136571,56.476718
P38879,P38879_EGD2,54.5217677417528,55.883855
P38881,P38881_NVJ1,46.4481030633162,54.17859
P38883,P38883_RIX1,49.7728234806044,50.607985
P38886,P38886_RPN10,52.2046958704396,53.247875
P38887,P38887_YHR202W,48.7216611873426,53.78328
P38888,P38888_MNL1,49.5838347540792,51.504916
P38890,P38890_SET5,53.030660800529,52.756804
P38891,P38891_BAT1,50.1716195778526,53.955942
P38902,P38902_RPB11,49.6173409232914,57.036561
P38904,P38904_SPP41,46.3146387264515,54.66581
P38911,P38911_FPR3,52.0313773496984,54.68365
P38913,P38913_FAD1,44.6809350887046,52.621049
P38915,P38915_SPT8,49.1312430268524,55.039638
P38922,P38922_HRB1,48.7297619921573,57.677341
P38930,P38930_CKB2,44.7259763765386,54.532582
P38934,P38934_BFR1,43.2388387634071,51.861376
P38968,P38968_SEC31,51.4970777055171,53.444511
P38972,P38972_ADE6,44.3086095114196,51.956075
P38985,P38985_SRP14,46.7281828404614,55.250341
P38986,P38986_ASP1,52.019726489056,55.680948
P38991,P38991_IPL1,51.5363841174592,56.049013
P38993,P38993_FET3,50.7189042319864,51.33186
P38996,P38996_NAB3,50.0717616001639,52.936965
P38998,P38998_LYS1,50.3799254018744,52.977401
P38999,P38999_LYS9,50.6177439990092,59.166628
P39010,P39010_AKR1,47.0495150087099,51.973468
P39015,P39015_STM1,49.2518254097895,51.659995
P39076,P39076_CCT2,49.569536373354,52.811891
P39077,P39077_CCT3,47.4424002577632,52.946311
P39078,P39078_CCT4,46.7878547432717,59.995347
P39079,P39079_CCT6,46.5399942136127,52.889788
P39083,P39083_RGA1,60.6437817860634,54.840821
P39101,P39101_CAJ1,48.1429579240429,57.387954
P39104,P39104_PIK1,56.3458806240085,51.594543
P39105,P39105_PLB1,53.2578889988072,52.124959
P39109,P39109_YCF1,47.8199455576703,52.538306
P39516,P39516_RPS14B,42.6215264533472,62.470573
P39517,P39517_DHH1,46.1002791505763,50.639576
P39520,P39520_IFH1,56.5352935490894,53.949875
P39522,P39522_ILV3,48.5626648399683,57.014334
P39523,P39523_YMR124W,53.4475929807759,54.657835
P39525,P39525_CEM1,51.3431708128316,60.893333
P39533,P39533_ACO2,46.6056471607379,54.514903
P39676,P39676_YHB1,52.0194242778012,55.230761
P39683,P39683_NPT1,49.2083703969266,61.771703
P39692,P39692_MET10,43.9986383993755,55.466461
P39705,P39705_NUP60,55.7204801169577,55.372632
P39706,P39706_SWD1,49.7045052171335,53.855073
P39713,P39713_BDH2,51.0234507906573,59.498733
P39714,P39714_BDH1,51.7635134317602,55.083495
P39715,P39715_ECM1,47.2349615410789,53.358889
P39721,P39721_AIM2,55.284268010682,56.569046
P39724,P39724_BOL3,53.1344151628652,55.433637
P39729,P39729_RBG1,45.0861345154414,55.698472
P39730,P39730_FUN12,45.5199205030642,52.090603
P39743,P39743_RVS167,49.6766121967949,55.341494
P39744,P39744_NOC2,45.3041088483076,51.206046
P39926,P39926_SSO2,55.8812729297106,53.548545
P39931,P39931_SSP120,61.768764122533,52.454585
P39933,P39933_PZF1,49.9958800287524,51.565164
P39935,P39935_TIF4631,53.4961528757291,51.131511
P39936,P39936_TIF4632,48.2401425462538,51.300699
P39938,P39938_RPS26A,42.9588374235102,62.498218
P39939,P39939_RPS26B,42.1437640888023,61.537987
P39940,P39940_RSP5,47.1470419505699,51.491243
P39954,P39954_SAH1,51.0356545729207,56.912392
P39958,P39958_GDI1,51.7555199166513,53.876525
P39966,P39966_PTC2,49.6779664393972,54.199052
P39968,P39968_VAC8,50.2619393800786,55.241936
P39974,P39974_YEL073C,50.9809369385952,58.702117
P39976,P39976_DLD3,52.7702023249606,57.819074
P39979,P39979_HPA3,51.3731853031856,58.813709
P39986,P39986_SPF1,41.9406358847585,52.02359
P39990,P39990_SNU13,62.1101067002564,56.774431
P39994,P39994_YEL020C,51.0753653016663,55.8474
P39998,P39998_EDC3,63.9702862368488,51.340848
P40002,P40002_MIT1,47.825269332769,54.263651
P40005,P40005_GIM4,56.4205129107466,56.060785
P40007,P40007_NOP16,45.2723847057858,54.233807
P40010,P40010_NUG1,48.4898339165416,53.415614
P40011,P40011_YER010C,53.9135317442955,54.33256
P40016,P40016_RPN3,43.9663701971912,53.529394
P40017,P40017_YAT2,49.5369891573821,52.116668
P40018,P40018_SMB1,50.4675936825822,53.089273
P40024,P40024_ARB1,41.7616292911934,53.554487
P40025,P40025_PHM8,47.5532140579863,48.860335
P40029,P40029_MXR1,51.1454318728834,53.601557
P40032,P40032_TPA1,43.8770672552659,50.81529
P40037,P40037_HMF1,52.4423019327703,55.90812
P40040,P40040_THO1,58.1790551994582,54.842299
P40045,P40045_TDA2,53.9502250803252,62.186617
P40046,P40046_VTC1,41.8331161514785,57.232469
P40047,P40047_ALD5,51.5032945653863,52.614409
P40051,P40051_ICP55,47.5227455796389,56.902844
P40052,P40052_YER079W,54.24259196774,52.874273
P40053,P40053_AIM9,43.2339504604027,51.93032
P40054,P40054_SER3,48.4681484863587,55.732656
P40055,P40055_UTP7,44.1190208531558,54.549611
P40056,P40056_GET2,51.9543759837758,54.537469
P40060,P40060_IES5,56.4534309689899,55.105263
P40069,P40069_KAP123,48.64102903249,50.732332
P40070,P40070_LSM4,52.7528822113958,47.26662
P40075,P40075_SCS2,50.3791614901739,56.926191
P40079,P40079_LCP5,48.7104189874166,54.073882
P40080,P40080_VFA1,53.2627140621788,54.244584
P40081,P40081_YER134C,43.8803160337131,62.064791
P40087,P40087_DDI1,48.8164995759252,53.741294
P40088,P40088_FTR1,43.7935484705144,54.943436
P40089,P40089_LSM5,50.6063358082143,57.146442
P40093,P40093_YER156C,52.293299458254,54.497975
P40106,P40106_GPP2,53.2162040152154,54.79874
P40150,P40150_SSB2,48.9561554807942,56.604725
P40154,P40154_IES2,52.9617431908285,56.388789
P40157,P40157_VID27,46.9577598747195,54.1605
P40159,P40159_YNL208W,56.4985448188737,56.319046
P40160,P40160_RIO2,42.9825930975631,58.819073
P40161,P40161_RTT106,49.5339416070578,52.89396
P40165,P40165_YNL200C,51.5271442315201,55.498999
P40202,P40202_CCS1,50.9730520985638,53.928131
P40204,P40204_SMX2,50.5079941662041,61.619908
