rxn_id,Topt,Tm,Length,T90,dCpt,topt_source
SQD2_183_9_12_15,328.15,333.696,121,,-4000.0,mesophile_prior
PROD2,305.872,328.62,360,,-4000.0,mesophile_prior
3OAR121,319.043,338.721,557,,-4000.0,mesophile_prior
SQD2_184_6_9_12_15,316.197,331.193,248,,-4000.0,mesophile_prior
P5CRx,303.643,327.613,385,,-4000.0,mesophile_prior
3OAS121,308.83,326.37,669,,-4000.0,mesophile_prior
CBPS,313.35,319.234,277,,-4000.0,mesophile_prior
ARGOXp,310.829,314.975,544,,-4000.0,mesophile_prior
AGMT,322.983,325.983,254,,-4000.0,mesophile_prior
TRDR,303.629,333.464,357,,-4000.0,mesophile_prior
PPA,306.525,332.759,380,,-4000.0,mesophile_prior
UREA_1,328.15,335.88,286,,-4000.0,mesophile_prior
3OAR141,321.612,333.158,538,,-4000.0,mesophile_prior
SER_AL,328.15,334.542,480,,-4000.0,mesophile_prior
PPK,316.311,326.006,348,,-4000.0,mesophile_prior
3OAR161,321.345,324.345,432,,-4000.0,mesophile_prior
NADTRHD,302.374,341.39,526,,-4000.0,mesophile_prior
SOR,328.15,332.693,300,,-4000.0,mesophile_prior
PHYTFDH1,320.973,332.08,480,,-4000.0,mesophile_prior
ZCAROTDH2,311.731,339.045,202,,-4000.0,mesophile_prior
3OAR181,307.339,334.597,463,,-4000.0,mesophile_prior
CAT,306.831,322.579,356,,-4000.0,mesophile_prior
GTHPi,308.706,325.793,205,,-4000.0,mesophile_prior
MPOMMM,291.04,324.569,463,,-4000.0,mesophile_prior
DNMPPA,308.664,331.9,270,,-4000.0,mesophile_prior
DHNPA_1,323.16,326.16,249,,-4000.0,mesophile_prior
SQD1,318.89,330.324,336,,-4000.0,mesophile_prior
12MGDG181_9,322.467,325.467,317,,-4000.0,mesophile_prior
12MGDG182_9_12,310.093,329.23,180,,-4000.0,mesophile_prior
GCALDD,310.792,321.93,328,,-4000.0,mesophile_prior
3HAD161,328.15,333.678,152,,-4000.0,mesophile_prior
12MGDG183_6_9_12,309.404,327.67,404,,-4000.0,mesophile_prior
12MGDG183_9_12_15,324.326,327.326,274,,-4000.0,mesophile_prior
IMACTD,316.302,320.096,270,,-4000.0,mesophile_prior
12MGDG184_6_9_12_15,302.968,314.616,349,,-4000.0,mesophile_prior
3HAD181,320.478,323.478,413,,-4000.0,mesophile_prior
12MGDG160,315.785,333.269,189,,-4000.0,mesophile_prior
ABUTD,296.31,311.902,604,,-4000.0,mesophile_prior
12MGDG161,308.39,320.423,269,,-4000.0,mesophile_prior
3HAD121,327.929,330.929,399,,-4000.0,mesophile_prior
12MGDG180,303.241,335.871,270,,-4000.0,mesophile_prior
ALDD20x,313.071,328.906,254,,-4000.0,mesophile_prior
12MGDG181,328.15,336.974,303,,-4000.0,mesophile_prior
3HAD141,320.207,323.207,112,,-4000.0,mesophile_prior
MGDG160,312.167,329.398,385,,-4000.0,mesophile_prior
MGDG161,314.521,334.428,240,,-4000.0,mesophile_prior
FOLD3,323.865,336.368,280,,-4000.0,mesophile_prior
EAR161y,309.853,328.403,292,,-4000.0,mesophile_prior
DHPS,321.27,325.568,303,,-4000.0,mesophile_prior
MGDG180,309.365,320.1,243,,-4000.0,mesophile_prior
MGDG181,318.04,331.32,486,,-4000.0,mesophile_prior
MGDG181_9,300.998,327.834,437,,-4000.0,mesophile_prior
ADCL,291.896,328.024,456,,-4000.0,mesophile_prior
MGDG182_9_12,328.15,337.676,211,,-4000.0,mesophile_prior
ADCS,324.105,328.459,394,,-4000.0,mesophile_prior
DHFS,309.941,335.965,255,,-4000.0,mesophile_prior
PTHPS,313.52,324.219,388,,-4000.0,mesophile_prior
FTHFD,297.081,343.987,195,,-4000.0,mesophile_prior
MGDG183_6_9_12,321.611,326.171,441,,-4000.0,mesophile_prior
MGDG183_9_12_15,321.943,327.103,572,,-4000.0,mesophile_prior
MGDG184_6_9_12_15,320.203,331.752,405,,-4000.0,mesophile_prior
MTHFD,302.756,336.597,505,,-4000.0,mesophile_prior
EAR181y,321.994,331.641,234,,-4000.0,mesophile_prior
EAR121y,313.7,331.218,269,,-4000.0,mesophile_prior
3OAS180,316.995,319.995,364,,-4000.0,mesophile_prior
3OAS141,323.44,334.179,388,,-4000.0,mesophile_prior
GGGT_PALM_PALM_4_c,318.112,328.786,237,,-4000.0,mesophile_prior
MGT161,312.793,345.501,247,,-4000.0,mesophile_prior
EAR141y,295.497,312.834,569,,-4000.0,mesophile_prior
MGT180,299.792,327.846,353,,-4000.0,mesophile_prior
3OAS161,315.686,330.402,288,,-4000.0,mesophile_prior
3OAS181,303.546,338.259,346,,-4000.0,mesophile_prior
MGT181,323.025,337.417,287,,-4000.0,mesophile_prior
PPNCL,310.431,325.875,515,,-4000.0,mesophile_prior
MGT181_9,309.52,340.864,308,,-4000.0,mesophile_prior
MGT182_9_12,309.801,331.113,182,,-4000.0,mesophile_prior
3OAR140,293.067,344.357,423,,-4000.0,mesophile_prior
MGT183_6_9_12,306.491,330.71,482,,-4000.0,mesophile_prior
MGT183_9_12_15,321.155,331.942,373,,-4000.0,mesophile_prior
MGT184_6_9_12_15,303.145,327.424,488,,-4000.0,mesophile_prior
3OAR180,305.133,345.759,149,,-4000.0,mesophile_prior
GLYOX,311.421,321.444,397,,-4000.0,mesophile_prior
PKETX,302.85,325.022,395,,-4000.0,mesophile_prior
NDH1_3u_1,310.328,331.469,522,,-4000.0,mesophile_prior
DGDG160,314.658,319.595,284,,-4000.0,mesophile_prior
DGDG161,307.211,328.099,143,,-4000.0,mesophile_prior
DGDG180,319.064,334.81,402,,-4000.0,mesophile_prior
DGDG181,321.753,330.897,325,,-4000.0,mesophile_prior
DGDG181_9,313.746,327.964,361,,-4000.0,mesophile_prior
DGDG182_9_12,311.588,331.22,102,,-4000.0,mesophile_prior
NDH1_4pp_1,317.533,344.967,403,,-4000.0,mesophile_prior
DGDG183_6_9_12,319.392,323.647,491,,-4000.0,mesophile_prior
UGLDDS2_1,290.782,331.054,590,,-4000.0,mesophile_prior
DGDG183_9_12_15,311.254,328.531,183,,-4000.0,mesophile_prior
DGDG184_6_9_12_15,316.007,330.206,394,,-4000.0,mesophile_prior
AALACPTD,316.707,336.191,617,,-4000.0,mesophile_prior
NDH1_1p_1,324.412,333.51,253,,-4000.0,mesophile_prior
ARGabcpp,318.814,323.643,207,,-4000.0,mesophile_prior
FQRa,299.114,325.305,278,,-4000.0,mesophile_prior
CBFCue,309.761,330.398,317,,-4000.0,mesophile_prior
NDH1_1u_1,312.821,328.987,293,,-4000.0,mesophile_prior
CBFCuf,308.133,325.304,291,,-4000.0,mesophile_prior
SERAT,311.867,328.946,209,,-4000.0,mesophile_prior
CYSS,320.93,339.134,539,,-4000.0,mesophile_prior
SADT,307.994,333.236,412,,-4000.0,mesophile_prior
ADSK,302.387,313.295,436,,-4000.0,mesophile_prior
PGCD,311.908,314.908,170,,-4000.0,mesophile_prior
ALAD_L2,319.42,322.42,193,,-4000.0,mesophile_prior
GLCS1,312.433,319.497,191,,-4000.0,mesophile_prior
RPDMBZIP,306.701,329.559,144,,-4000.0,mesophile_prior
DMPPS_syn,300.075,317.289,428,,-4000.0,mesophile_prior
PFK_3,310.926,316.302,415,,-4000.0,mesophile_prior
G3PDap,328.15,332.559,250,,-4000.0,mesophile_prior
PRAMPC,306.428,323.342,304,,-4000.0,mesophile_prior
FRTT,315.238,331.35,368,,-4000.0,mesophile_prior
BCT1_syn,324.43,331.594,274,,-4000.0,mesophile_prior
HISTDb_1,316.047,349.016,293,,-4000.0,mesophile_prior
PYK5,318.545,321.545,227,,-4000.0,mesophile_prior
GUACYC,318.279,321.279,170,,-4000.0,mesophile_prior
PYK2,315.221,340.404,589,,-4000.0,mesophile_prior
ACLSb_1,319.125,322.125,261,,-4000.0,mesophile_prior
ACHBS2,313.215,319.515,866,,-4000.0,mesophile_prior
ASNTRAT,314.789,324.894,434,,-4000.0,mesophile_prior
ALAabcpp,322.564,325.564,385,,-4000.0,mesophile_prior
PROabcpp,311.605,330.506,290,,-4000.0,mesophile_prior
SERabcpp,310.797,341.846,271,,-4000.0,mesophile_prior
MI1PS,317.714,320.714,149,,-4000.0,mesophile_prior
3OAS100,305.401,333.083,265,,-4000.0,mesophile_prior
HISabcpp,312.338,330.853,349,,-4000.0,mesophile_prior
SUCRabcpp_syn,322.708,325.708,560,,-4000.0,mesophile_prior
3OAS140,317.139,320.303,233,,-4000.0,mesophile_prior
SUCDi,328.15,343.504,227,,-4000.0,mesophile_prior
3OAS160,319.837,325.511,203,,-4000.0,mesophile_prior
GLYabcpp,298.365,337.193,324,,-4000.0,mesophile_prior
LEUabcpp,319.475,325.168,367,,-4000.0,mesophile_prior
TMDK1,321.001,326.848,171,,-4000.0,mesophile_prior
Cobalt2abcppI,309.056,340.271,357,,-4000.0,mesophile_prior
CBFCpb,310.037,332.276,230,,-4000.0,mesophile_prior
CBFCpc,310.048,334.197,287,,-4000.0,mesophile_prior
TMDS,320.253,331.107,524,,-4000.0,mesophile_prior
FQRb,305.753,334.816,396,,-4000.0,mesophile_prior
PYDXNO,315.037,328.037,327,,-4000.0,mesophile_prior
CBFCpa,305.193,327.803,280,,-4000.0,mesophile_prior
G3PAT181,322.781,325.781,121,,-4000.0,mesophile_prior
G3PAT181_9,316.05,324.247,452,,-4000.0,mesophile_prior
G3PAT182_9_12,303.291,323.373,327,,-4000.0,mesophile_prior
G3PAT180,305.538,321.702,479,,-4000.0,mesophile_prior
T6PGD,320.821,327.097,363,,-4000.0,mesophile_prior
MPOMC2,311.882,342.795,80,,-4000.0,mesophile_prior
SHCHCS2,311.879,333.496,427,,-4000.0,mesophile_prior
CBFC2pb,325.789,329.143,348,,-4000.0,mesophile_prior
G3PAT183_6_9_12,311.088,333.066,506,,-4000.0,mesophile_prior
G3PAT183_9_12_15,304.899,333.184,80,,-4000.0,mesophile_prior
G3PAT184_6_9_12_15,322.365,329.75,243,,-4000.0,mesophile_prior
CBFCud,296.618,332.721,453,,-4000.0,mesophile_prior
PPOR,307.582,329.387,484,,-4000.0,mesophile_prior
CBFCpd,309.56,337.971,231,,-4000.0,mesophile_prior
CBFCpe,312.046,329.353,347,,-4000.0,mesophile_prior
CBFCpf,310.465,334.077,419,,-4000.0,mesophile_prior
PSIIa,308.926,312.167,230,,-4000.0,mesophile_prior
PSIIb,311.619,331.371,251,,-4000.0,mesophile_prior
PSIIc,310.312,329.861,340,,-4000.0,mesophile_prior
AMYLS,317.82,320.82,475,,-4000.0,mesophile_prior
OECc,312.936,322.281,351,,-4000.0,mesophile_prior
OECd,320.557,331.242,396,,-4000.0,mesophile_prior
OECe,299.795,322.256,608,,-4000.0,mesophile_prior
DPPS,318.903,325.704,99,,-4000.0,mesophile_prior
OECb,319.415,322.415,433,,-4000.0,mesophile_prior
RNDR3,308.971,343.809,137,,-4000.0,mesophile_prior
RNDR1,304.819,316.295,89,,-4000.0,mesophile_prior
OECa,317.698,322.114,506,,-4000.0,mesophile_prior
THZSN_1,322.18,327.574,431,,-4000.0,mesophile_prior
DB4PS,316.422,329.551,284,,-4000.0,mesophile_prior
APRAUR,308.319,335.623,334,,-4000.0,mesophile_prior
PYAM5PO,324.756,327.756,431,,-4000.0,mesophile_prior
PPTGF_Syn_1,321.128,329.865,296,,-4000.0,mesophile_prior
MPOMMM2,317.19,327.875,369,,-4000.0,mesophile_prior
MPOMOR2_1,315.162,331.174,178,,-4000.0,mesophile_prior
AGPAT161,316.285,343.213,292,,-4000.0,mesophile_prior
AGPAT180,314.658,335.334,80,,-4000.0,mesophile_prior
G3PAT160,310.708,331.38,154,,-4000.0,mesophile_prior
G3PAT161,316.962,319.962,417,,-4000.0,mesophile_prior
AGPAT160,306.932,329.343,476,,-4000.0,mesophile_prior
AGPAT181,302.355,331.214,325,,-4000.0,mesophile_prior
AGPAT181_9,306.517,330.353,396,,-4000.0,mesophile_prior
AGPAT182_9_12,328.15,333.208,352,,-4000.0,mesophile_prior
AGPAT183_6_9_12,323.624,327.487,310,,-4000.0,mesophile_prior
AGPAT183_9_12_16,294.395,319.754,260,,-4000.0,mesophile_prior
AGPAT184_6_9_12_15,312.539,347.525,80,,-4000.0,mesophile_prior
DASYN160,299.581,329.568,481,,-4000.0,mesophile_prior
DASYN161,327.638,331.644,236,,-4000.0,mesophile_prior
DASYN180,312.183,332.69,427,,-4000.0,mesophile_prior
DASYN181,316.722,333.454,80,,-4000.0,mesophile_prior
DASYN181_9,314.934,326.278,714,,-4000.0,mesophile_prior
DASYN182_9_12,312.704,341.763,366,,-4000.0,mesophile_prior
DASYN183_6_9_12,318.765,321.765,294,,-4000.0,mesophile_prior
DASYN183_9_12_15,314.546,329.5,279,,-4000.0,mesophile_prior
DASYN184_6_9_12_15,318.661,329.837,135,,-4000.0,mesophile_prior
PYRDC,305.415,327.069,102,,-4000.0,mesophile_prior
LDH_L_NADPH,317.101,330.337,114,,-4000.0,mesophile_prior
LDH_L,325.654,330.628,310,,-4000.0,mesophile_prior
EFE,317.246,325.451,317,,-4000.0,mesophile_prior
3MOBDC,313.46,326.044,396,,-4000.0,mesophile_prior
IBDH_NADPH,299.594,343.148,278,,-4000.0,mesophile_prior
IBDH_NADH,308.12,318.698,260,,-4000.0,mesophile_prior
HBD,302.845,327.774,599,,-4000.0,mesophile_prior
CRT,312.872,336.822,426,,-4000.0,mesophile_prior
TER,309.296,335.035,344,,-4000.0,mesophile_prior
BTCOARx,318.592,328.399,365,,-4000.0,mesophile_prior
BTS,311.954,334.939,80,,-4000.0,mesophile_prior
FARNESENEs,303.755,333.129,339,,-4000.0,mesophile_prior
LIMONENEs,324.398,327.398,219,,-4000.0,mesophile_prior
ACLS,314.083,334.869,344,,-4000.0,mesophile_prior
ACLDC,310.719,319.832,451,,-4000.0,mesophile_prior
BTDD_RR,307.014,332.27,461,,-4000.0,mesophile_prior
SHK3Dr_TG_forward,309.918,329.064,226,,-4000.0,mesophile_prior
SHK3Dr_TG_reverse,323.919,348.159,220,,-4000.0,mesophile_prior
PSCVT_TG_forward,301.785,309.334,278,,-4000.0,mesophile_prior
PSCVT_TG_reverse,317.612,331.876,332,,-4000.0,mesophile_prior
GHMT2r_TG_forward,326.83,329.83,318,,-4000.0,mesophile_prior
GHMT2r_TG_reverse,317.826,329.066,444,,-4000.0,mesophile_prior
GLYCLc_TG_forward,296.738,311.845,647,,-4000.0,mesophile_prior
GLYCLc_TG_reverse,303.521,312.635,293,,-4000.0,mesophile_prior
AGPR_TG_forward,311.435,326.554,332,,-4000.0,mesophile_prior
AGPR_TG_reverse,323.013,333.55,263,,-4000.0,mesophile_prior
ACOTA_TG_forward,309.085,341.698,162,,-4000.0,mesophile_prior
ACOTA_TG_reverse,319.544,322.544,374,,-4000.0,mesophile_prior
OCBT_TG_forward,316.814,336.237,450,,-4000.0,mesophile_prior
OCBT_TG_reverse,313.701,323.391,158,,-4000.0,mesophile_prior
ARGSL_TG_forward,320.949,324.125,562,,-4000.0,mesophile_prior
ARGSL_TG_reverse,309.191,322.585,80,,-4000.0,mesophile_prior
GLUDy_1_TG_forward,297.372,331.19,396,,-4000.0,mesophile_prior
GLUDy_1_TG_reverse,307.366,333.55,464,,-4000.0,mesophile_prior
SPT_syn_TG_forward,311.73,314.73,382,,-4000.0,mesophile_prior
SPT_syn_TG_reverse,313.024,340.222,432,,-4000.0,mesophile_prior
ORNTAC_TG_forward,305.178,331.579,354,,-4000.0,mesophile_prior
ORNTAC_TG_reverse,298.235,332.686,444,,-4000.0,mesophile_prior
TRSARr_TG_forward,304.213,326.2,330,,-4000.0,mesophile_prior
TRSARr_TG_reverse,301.484,333.28,172,,-4000.0,mesophile_prior
ACODA_TG_forward,318.844,336.335,462,,-4000.0,mesophile_prior
ACODA_TG_reverse,303.422,330.632,214,,-4000.0,mesophile_prior
GLXO3r_TG_forward,323.825,326.825,469,,-4000.0,mesophile_prior
GLXO3r_TG_reverse,310.737,332.415,486,,-4000.0,mesophile_prior
GLYALDDr_TG_forward,327.387,330.387,404,,-4000.0,mesophile_prior
GLYALDDr_TG_reverse,310.813,332.662,772,,-4000.0,mesophile_prior
PSTA_TG_forward,316.635,324.556,232,,-4000.0,mesophile_prior
PSTA_TG_reverse,307.099,337.909,291,,-4000.0,mesophile_prior
ENO_TG_forward,315.786,338.346,226,,-4000.0,mesophile_prior
ENO_TG_reverse,306.127,339.034,402,,-4000.0,mesophile_prior
PGI_TG_forward,306.663,338.904,440,,-4000.0,mesophile_prior
PGI_TG_reverse,328.117,331.117,197,,-4000.0,mesophile_prior
TPI_TG_forward,303.415,322.59,525,,-4000.0,mesophile_prior
TPI_TG_reverse,306.513,330.484,297,,-4000.0,mesophile_prior
FBA_TG_forward,319.791,331.674,106,,-4000.0,mesophile_prior
FBA_TG_reverse,315.23,322.034,159,,-4000.0,mesophile_prior
PGK_TG_forward,311.389,330.705,419,,-4000.0,mesophile_prior
PGK_TG_reverse,305.425,331.997,281,,-4000.0,mesophile_prior
PGM_TG_forward,324.652,336.162,105,,-4000.0,mesophile_prior
PGM_TG_reverse,312.308,341.264,410,,-4000.0,mesophile_prior
PGMT_TG_forward,304.309,324.725,342,,-4000.0,mesophile_prior
PGMT_TG_reverse,313.712,334.355,534,,-4000.0,mesophile_prior
HEX7_TG_forward,305.35,340.172,327,,-4000.0,mesophile_prior
HEX7_TG_reverse,305.595,335.543,263,,-4000.0,mesophile_prior
MAN6PI_TG_forward,324.051,328.553,423,,-4000.0,mesophile_prior
MAN6PI_TG_reverse,301.305,332.851,395,,-4000.0,mesophile_prior
PMANM_TG_forward,298.849,342.924,251,,-4000.0,mesophile_prior
PMANM_TG_reverse,313.987,340.113,300,,-4000.0,mesophile_prior
MAN1PT2_TG_forward,318.084,324.605,207,,-4000.0,mesophile_prior
MAN1PT2_TG_reverse,307.584,323.411,383,,-4000.0,mesophile_prior
UDG4EP_TG_forward,319.603,341.131,80,,-4000.0,mesophile_prior
UDG4EP_TG_reverse,303.632,317.815,368,,-4000.0,mesophile_prior
UDPG4E_TG_forward,297.259,323.924,320,,-4000.0,mesophile_prior
UDPG4E_TG_reverse,317.324,325.94,546,,-4000.0,mesophile_prior
GALUi_TG_forward,310.534,329.403,193,,-4000.0,mesophile_prior
GALUi_TG_reverse,305.119,329.472,422,,-4000.0,mesophile_prior
G3PD1ir_TG_forward,304.232,334.996,389,,-4000.0,mesophile_prior
G3PD1ir_TG_reverse,305.817,324.483,342,,-4000.0,mesophile_prior
DDPGA_TG_forward,317.016,320.016,226,,-4000.0,mesophile_prior
DDPGA_TG_reverse,321.119,324.119,188,,-4000.0,mesophile_prior
HSDy_TG_forward,302.06,330.143,302,,-4000.0,mesophile_prior
HSDy_TG_reverse,300.592,322.612,360,,-4000.0,mesophile_prior
ASAD_TG_forward,315.055,333.664,330,,-4000.0,mesophile_prior
ASAD_TG_reverse,316.062,330.17,209,,-4000.0,mesophile_prior
DAPE_TG_forward,318.994,325.387,391,,-4000.0,mesophile_prior
DAPE_TG_reverse,317.891,321.577,374,,-4000.0,mesophile_prior
LYCOPC_TG_forward,307.379,323.334,396,,-4000.0,mesophile_prior
LYCOPC_TG_reverse,325.912,332.014,281,,-4000.0,mesophile_prior
GCATENEC_TG_forward,319.085,322.085,382,,-4000.0,mesophile_prior
GCATENEC_TG_reverse,299.105,329.246,371,,-4000.0,mesophile_prior
HEMEOS_TG_forward,316.174,326.955,423,,-4000.0,mesophile_prior
HEMEOS_TG_reverse,315.296,322.026,263,,-4000.0,mesophile_prior
HEMEAS_TG_forward,306.053,334.109,557,,-4000.0,mesophile_prior
HEMEAS_TG_reverse,303.323,330.365,505,,-4000.0,mesophile_prior
KARA1_TG_forward,310.915,330.07,425,,-4000.0,mesophile_prior
KARA1_TG_reverse,312.203,325.732,303,,-4000.0,mesophile_prior
LEUTA_TG_forward,328.15,337.297,354,,-4000.0,mesophile_prior
LEUTA_TG_reverse,312.323,335.953,356,,-4000.0,mesophile_prior
VALTA_TG_forward,311.045,333.82,472,,-4000.0,mesophile_prior
VALTA_TG_reverse,317.003,320.003,181,,-4000.0,mesophile_prior
IPPMIa_TG_forward,320.662,323.662,80,,-4000.0,mesophile_prior
IPPMIa_TG_reverse,312.15,337.497,169,,-4000.0,mesophile_prior
FBA3_TG_forward,311.637,327.73,460,,-4000.0,mesophile_prior
FBA3_TG_reverse,317.898,320.898,372,,-4000.0,mesophile_prior
ACOATA_TG_forward,312.385,318.005,239,,-4000.0,mesophile_prior
ACOATA_TG_reverse,317.261,322.163,377,,-4000.0,mesophile_prior
MCOATA_TG_forward,309.987,336.141,380,,-4000.0,mesophile_prior
MCOATA_TG_reverse,307.738,331.571,386,,-4000.0,mesophile_prior
ACCOAC_TG_forward,328.15,331.557,558,,-4000.0,mesophile_prior
ACCOAC_TG_reverse,309.792,339.43,332,,-4000.0,mesophile_prior
3OAR40_2_TG_forward,318.826,340.251,396,,-4000.0,mesophile_prior
3OAR40_2_TG_reverse,304.35,330.453,178,,-4000.0,mesophile_prior
3OAR60_TG_forward,324.824,327.824,328,,-4000.0,mesophile_prior
3OAR60_TG_reverse,295.762,316.227,188,,-4000.0,mesophile_prior
3OAR80_TG_forward,302.457,319.78,412,,-4000.0,mesophile_prior
3OAR80_TG_reverse,303.247,319.213,324,,-4000.0,mesophile_prior
RPE_TG_forward,309.375,332.454,254,,-4000.0,mesophile_prior
RPE_TG_reverse,315.802,333.474,504,,-4000.0,mesophile_prior
ORPT_TG_forward,299.397,328.612,290,,-4000.0,mesophile_prior
ORPT_TG_reverse,294.846,329.89,407,,-4000.0,mesophile_prior
TALA_TG_forward,320.418,336.283,339,,-4000.0,mesophile_prior
TALA_TG_reverse,309.033,338.712,278,,-4000.0,mesophile_prior
EAR120y_TG_forward,320.213,323.213,431,,-4000.0,mesophile_prior
EAR120y_TG_reverse,321.279,324.279,213,,-4000.0,mesophile_prior
EAR140y_TG_forward,296.584,311.419,478,,-4000.0,mesophile_prior
EAR140y_TG_reverse,318.029,325.543,483,,-4000.0,mesophile_prior
EAR160y_TG_forward,313.66,331.926,320,,-4000.0,mesophile_prior
EAR160y_TG_reverse,316.563,324.873,351,,-4000.0,mesophile_prior
EAR180y_TG_forward,315.973,333.884,520,,-4000.0,mesophile_prior
EAR180y_TG_reverse,307.39,320.66,451,,-4000.0,mesophile_prior
EAR40y_TG_forward,304.343,329.103,240,,-4000.0,mesophile_prior
EAR40y_TG_reverse,310.567,321.75,476,,-4000.0,mesophile_prior
EAR60y_TG_forward,313.678,333.831,350,,-4000.0,mesophile_prior
EAR60y_TG_reverse,301.982,324.952,389,,-4000.0,mesophile_prior
EAR80y_TG_forward,313.839,318.232,304,,-4000.0,mesophile_prior
EAR80y_TG_reverse,318.798,327.998,335,,-4000.0,mesophile_prior
NDPK2_TG_forward,303.553,329.437,323,,-4000.0,mesophile_prior
NDPK2_TG_reverse,314.104,321.842,285,,-4000.0,mesophile_prior
NDPK3_TG_forward,316.719,333.673,394,,-4000.0,mesophile_prior
NDPK3_TG_reverse,320.132,331.029,176,,-4000.0,mesophile_prior
EAR100y_TG_forward,288.539,323.769,315,,-4000.0,mesophile_prior
EAR100y_TG_reverse,313.074,336.986,407,,-4000.0,mesophile_prior
PRPPS_TG_forward,325.772,328.772,325,,-4000.0,mesophile_prior
PRPPS_TG_reverse,307.819,323.818,380,,-4000.0,mesophile_prior
UAGAAT_TG_forward,318.04,321.04,330,,-4000.0,mesophile_prior
UAGAAT_TG_reverse,303.876,337.495,235,,-4000.0,mesophile_prior
ALDD2x_TG_forward,321.539,324.539,289,,-4000.0,mesophile_prior
ALDD2x_TG_reverse,303.578,324.394,382,,-4000.0,mesophile_prior
LGTHL_TG_forward,287.073,337.673,80,,-4000.0,mesophile_prior
LGTHL_TG_reverse,326.832,329.832,642,,-4000.0,mesophile_prior
NAMPRT_TG_forward,313.939,337.154,386,,-4000.0,mesophile_prior
NAMPRT_TG_reverse,316.985,335.568,266,,-4000.0,mesophile_prior
PTPATi_TG_forward,305.294,320.604,366,,-4000.0,mesophile_prior
PTPATi_TG_reverse,306.029,315.919,441,,-4000.0,mesophile_prior
GF6PTA_TG_forward,312.387,332.891,290,,-4000.0,mesophile_prior
GF6PTA_TG_reverse,310.624,330.247,249,,-4000.0,mesophile_prior
PGAMT_TG_forward,316.2,335.424,270,,-4000.0,mesophile_prior
PGAMT_TG_reverse,306.012,324.998,198,,-4000.0,mesophile_prior
GLUR_TG_forward,302.689,323.823,367,,-4000.0,mesophile_prior
GLUR_TG_reverse,311.497,328.723,98,,-4000.0,mesophile_prior
ALCD2y_TG_forward,307.226,329.976,223,,-4000.0,mesophile_prior
ALCD2y_TG_reverse,315.427,329.25,80,,-4000.0,mesophile_prior
ALAR_TG_forward,325.276,328.276,545,,-4000.0,mesophile_prior
ALAR_TG_reverse,301.887,321.98,368,,-4000.0,mesophile_prior
ALAALAr_TG_forward,317.863,328.929,261,,-4000.0,mesophile_prior
ALAALAr_TG_reverse,307.534,338.601,640,,-4000.0,mesophile_prior
TKT2_TG_forward,322.699,325.699,462,,-4000.0,mesophile_prior
TKT2_TG_reverse,322.322,327.911,262,,-4000.0,mesophile_prior
RPI_TG_forward,325.075,328.075,564,,-4000.0,mesophile_prior
RPI_TG_reverse,328.15,333.333,178,,-4000.0,mesophile_prior
TKT1_TG_forward,316.313,334.556,475,,-4000.0,mesophile_prior
TKT1_TG_reverse,303.858,326.067,497,,-4000.0,mesophile_prior
ALCD2ir_TG_forward,311.004,336.769,328,,-4000.0,mesophile_prior
ALCD2ir_TG_reverse,318.949,335.147,259,,-4000.0,mesophile_prior
IPDDI_TG_forward,312.786,334.82,322,,-4000.0,mesophile_prior
IPDDI_TG_reverse,320.22,332.686,454,,-4000.0,mesophile_prior
MDH_TG_forward,320.416,337.984,439,,-4000.0,mesophile_prior
MDH_TG_reverse,305.607,334.102,513,,-4000.0,mesophile_prior
NDPK4_TG_forward,315.985,322.247,311,,-4000.0,mesophile_prior
NDPK4_TG_reverse,314.062,329.023,273,,-4000.0,mesophile_prior
ACONTa_1_TG_forward,327.802,330.802,402,,-4000.0,mesophile_prior
ACONTa_1_TG_reverse,305.206,329.155,382,,-4000.0,mesophile_prior
ACONTb_1_TG_forward,308.168,318.767,360,,-4000.0,mesophile_prior
ACONTb_1_TG_reverse,314.152,323.374,199,,-4000.0,mesophile_prior
FUM_TG_forward,303.646,327.329,492,,-4000.0,mesophile_prior
FUM_TG_reverse,300.014,326.933,421,,-4000.0,mesophile_prior
SUCOAS_TG_forward,300.964,340.676,392,,-4000.0,mesophile_prior
SUCOAS_TG_reverse,308.725,321.457,326,,-4000.0,mesophile_prior
LDH_D_TG_forward,304.963,321.372,311,,-4000.0,mesophile_prior
LDH_D_TG_reverse,316.377,326.009,246,,-4000.0,mesophile_prior
PTAr_TG_forward,298.6,324.821,306,,-4000.0,mesophile_prior
PTAr_TG_reverse,312.761,315.761,292,,-4000.0,mesophile_prior
URIDK2r_TG_forward,305.323,315.485,382,,-4000.0,mesophile_prior
URIDK2r_TG_reverse,328.15,331.178,335,,-4000.0,mesophile_prior
ACKr_TG_forward,328.15,342.079,502,,-4000.0,mesophile_prior
ACKr_TG_reverse,301.628,314.92,364,,-4000.0,mesophile_prior
SSALy_TG_forward,299.114,340.938,141,,-4000.0,mesophile_prior
SSALy_TG_reverse,322.055,332.134,520,,-4000.0,mesophile_prior
TOCOPHS2_TG_forward,312.4,323.385,310,,-4000.0,mesophile_prior
TOCOPHS2_TG_reverse,304.295,336.863,686,,-4000.0,mesophile_prior
TOCOPHS1_TG_forward,307.241,333.842,298,,-4000.0,mesophile_prior
TOCOPHS1_TG_reverse,305.888,326.077,335,,-4000.0,mesophile_prior
