rxn_id,Topt,Tm,Length,T90,dCpt,source,best_gene
R00191__cyto,300.620183,326.03198,579,,-4000.0,seq2topt_seq2tm,XP_025340413.1
R03018__cyto,302.762247,324.572799,573,,-4000.0,seq2topt_seq2tm,XP_025344429.1
R07113__cyto,304.199073,326.341119,321,,-4000.0,seq2topt_seq2tm,XP_025344035.1
R11945__cyto,309.999575,329.458603,218,,-4000.0,seq2topt_seq2tm,XP_025344565.1
R00569__cyto,302.620103,326.41283,640,,-4000.0,seq2topt_seq2tm,XP_025339769.1
R03238__cyto,308.180551,329.673538,945,,-4000.0,seq2topt_seq2tm,XP_025340245.1
R07003__cyto,304.199073,326.341119,321,,-4000.0,seq2topt_seq2tm,XP_025344035.1
R07384__cyto,304.391995,326.231918,293,,-4000.0,seq2topt_seq2tm,XP_025343691.1
R03348__cyto,310.606555,328.534243,299,,-4000.0,seq2topt_seq2tm,XP_025343218.1
R07274__cyto,330.834685,329.419705,438,,-4000.0,seq2topt_seq2tm,XP_025340642.1
R05639__cyto,326.321443,328.132495,370,,-4000.0,seq2topt_seq2tm,XP_025339979.1
R07494__cyto,308.562723,330.437765,351,,-4000.0,seq2topt_seq2tm,XP_025339777.1
R03458__cyto,310.275582,326.056233,907,,-4000.0,seq2topt_seq2tm,XP_025341358.1
R10828__mito,307.790751,326.686326,378,,-4000.0,median,
R07896__pero,306.141121,326.294312,704,,-4000.0,seq2topt_seq2tm,XP_025340905.1
R02030__mito,307.790751,326.686326,607,,-4000.0,median,
R01857__cyto,333.878939,334.161672,151,,-4000.0,seq2topt_seq2tm,XP_025339680.1
R12173__cyto,302.632956,324.618563,529,,-4000.0,seq2topt_seq2tm,XP_025340728.1
R00710__cyto,305.60823,327.157834,512,,-4000.0,seq2topt_seq2tm,XP_025343288.1
R04420__cyto,310.974147,329.533723,401,,-4000.0,seq2topt_seq2tm,XP_025341333.1
R02568__cyto,310.520875,326.818451,357,,-4000.0,seq2topt_seq2tm,XP_025342563.1
R03304__cyto,311.692643,331.683853,262,,-4000.0,seq2topt_seq2tm,XP_025341223.1
R00026__cyto,341.727619,333.429816,825,,-4000.0,seq2topt_seq2tm,XP_025341985.1
R02250__cyto,307.790751,326.686326,609,,-4000.0,median,
R00590__pero,303.52027,326.175639,1137,,-4000.0,seq2topt_seq2tm,XP_025342032.1
R10633__cyto,307.790751,326.686326,411,,-4000.0,median,
R01324__mito,305.480246,325.067076,804,,-4000.0,seq2topt_seq2tm,XP_025340868.1
R03422__cyto,307.790751,326.686326,1155,,-4000.0,median,
R00275__cyto,312.42171,330.787346,154,,-4000.0,seq2topt_seq2tm,XP_025344236.1
R07394__cyto,315.523917,333.82217,243,,-4000.0,seq2topt_seq2tm,XP_025341302.1
R00964__cyto,305.783064,326.939681,475,,-4000.0,seq2topt_seq2tm,XP_025340880.1
R11218__cyto,307.790751,326.686326,442,,-4000.0,median,
R00939__mito,304.675733,328.202656,204,,-4000.0,seq2topt_seq2tm,XP_025339718.1
R09087__cyto,305.746643,325.104353,760,,-4000.0,seq2topt_seq2tm,XP_025340333.1
R12119__cyto,299.429781,328.163078,524,,-4000.0,seq2topt_seq2tm,XP_025344294.1
R02850__cyto,302.709265,325.720206,485,,-4000.0,seq2topt_seq2tm,XP_025343315.1
R00621__mito,303.856093,324.602214,1015,,-4000.0,seq2topt_seq2tm,XP_025343511.1
R03084__cyto,307.790751,326.686326,2134,,-4000.0,median,XP_025343755.1
R00867__cyto,302.709265,325.720206,485,,-4000.0,seq2topt_seq2tm,XP_025343315.1
R07491__cyto,303.241031,327.121583,362,,-4000.0,seq2topt_seq2tm,XP_025343182.1
R01083__cyto,305.035453,326.002464,482,,-4000.0,seq2topt_seq2tm,XP_025339664.1
R02978__cyto,300.017151,325.818196,325,,-4000.0,seq2topt_seq2tm,XP_025340061.1
R02035__cyto,303.6875,324.790111,341,,-4000.0,seq2topt_seq2tm,XP_025343114.1
R12427__mito,307.790751,326.686326,690,,-4000.0,median,
R00342__mito,314.196474,325.960758,331,,-4000.0,seq2topt_seq2tm,XP_025339631.1
R00428__cyto,307.790751,326.686326,286,,-4000.0,median,
R12152__cyto,302.495332,325.330701,1317,,-4000.0,seq2topt_seq2tm,XP_025343053.1
R02694__cyto,307.790751,326.686326,690,,-4000.0,median,
R04725__cyto,307.790751,326.686326,937,,-4000.0,median,
R03363__cyto,307.790751,326.686326,802,,-4000.0,median,
R00651__cyto,330.834685,329.419705,438,,-4000.0,seq2topt_seq2tm,XP_025340642.1
R07509__cyto,305.4461,327.185443,323,,-4000.0,seq2topt_seq2tm,XP_025342552.1
R04945__cyto,316.511106,325.371537,590,,-4000.0,seq2topt_seq2tm,XP_025340376.1
R02665__cyto,331.214715,336.541042,171,,-4000.0,seq2topt_seq2tm,XP_025342424.1
R00402__cyto,326.321443,328.132495,370,,-4000.0,seq2topt_seq2tm,XP_025339979.1
R00782__cyto,317.317371,330.868658,394,,-4000.0,seq2topt_seq2tm,XP_025340817.1
R07981__cyto,311.01993,325.606415,766,,-4000.0,seq2topt_seq2tm,XP_025342819.1
R09877__cyto,313.347272,326.310048,209,,-4000.0,seq2topt_seq2tm,XP_025344566.1
R00870__cyto,310.275582,326.056233,907,,-4000.0,seq2topt_seq2tm,XP_025341358.1
R00127__mito,307.790751,326.686326,252,,-4000.0,median,
R03650__cyto,305.245706,325.907406,757,,-4000.0,seq2topt_seq2tm,XP_025341931.1
R00342__cyto,314.196474,325.960758,331,,-4000.0,seq2topt_seq2tm,XP_025339631.1
R07762__cyto,307.790751,326.686326,360,,-4000.0,median,
R06590__cyto,312.742853,326.134905,676,,-4000.0,seq2topt_seq2tm,XP_025340731.1
R01899__mito,308.338501,327.236226,421,,-4000.0,seq2topt_seq2tm,XP_025341569.1
R04953__cyto,307.790751,326.686326,1388,,-4000.0,median,
R03921__cyto,319.482858,326.955852,506,,-4000.0,seq2topt_seq2tm,XP_025344742.1
R02408__cyto,317.317371,330.868658,394,,-4000.0,seq2topt_seq2tm,XP_025340817.1
R09420__cyto,326.321443,328.132495,370,,-4000.0,seq2topt_seq2tm,XP_025339979.1
R00778__cyto,304.917164,329.4848,225,,-4000.0,seq2topt_seq2tm,XP_025343065.1
R04543__cyto,307.790751,326.686326,1388,,-4000.0,median,
R12152__mito,302.495332,325.330701,1317,,-4000.0,seq2topt_seq2tm,XP_025343053.1
R03968__cyto,307.619726,325.060973,778,,-4000.0,seq2topt_seq2tm,XP_025344540.1
R00181__cyto,307.790751,326.686326,752,,-4000.0,median,
R02297__cyto,316.910716,332.115826,307,,-4000.0,seq2topt_seq2tm,XP_025343966.1
R03469__cyto,307.790751,326.686326,573,,-4000.0,median,
R00702__cyto,300.963799,326.249602,445,,-4000.0,seq2topt_seq2tm,XP_025344713.1
R01954__cyto,310.326801,331.789282,416,,-4000.0,seq2topt_seq2tm,XP_025339557.1
R00529__cyto,314.525048,334.316859,300,,-4000.0,seq2topt_seq2tm,XP_025343523.1
R11218__mito,307.790751,326.686326,442,,-4000.0,median,
R00710__mito,305.60823,327.157834,512,,-4000.0,seq2topt_seq2tm,XP_025343288.1
R04762__cyto,311.692643,331.683853,262,,-4000.0,seq2topt_seq2tm,XP_025341223.1
R03528__cyto,307.790751,326.686326,394,,-4000.0,median,
R01074__cyto,303.509559,325.118908,684,,-4000.0,seq2topt_seq2tm,XP_025341958.1
R03596__cyto,295.745429,335.448614,335,,-4000.0,seq2topt_seq2tm,XP_025343959.1
R07951__pero,305.480246,325.067076,804,,-4000.0,seq2topt_seq2tm,XP_025340868.1
R12085__cyto,320.852179,327.952608,461,,-4000.0,seq2topt_seq2tm,XP_025342531.1
R00494__cyto,311.660177,325.04082,587,,-4000.0,seq2topt_seq2tm,XP_025341618.1
R06366__cyto,305.60823,327.157834,512,,-4000.0,seq2topt_seq2tm,XP_025343288.1
R06527__cyto,296.666148,324.620387,404,,-4000.0,seq2topt_seq2tm,XP_025341830.1
R00114__cyto,307.790751,326.686326,2121,,-4000.0,median,XP_025339952.1
R03654__cyto,301.923293,324.876079,653,,-4000.0,seq2topt_seq2tm,XP_025343651.1
R09644__cyto,307.790751,326.686326,726,,-4000.0,median,
R03772__cyto,309.123265,333.521482,327,,-4000.0,seq2topt_seq2tm,XP_025341983.1
R04483__cyto,310.275582,326.056233,907,,-4000.0,seq2topt_seq2tm,XP_025341358.1
R00927__cyto,305.813058,329.864314,418,,-4000.0,seq2topt_seq2tm,XP_025344328.1
R04952__pero,307.790751,326.686326,1146,,-4000.0,median,
R00719__cyto,302.620103,326.41283,640,,-4000.0,seq2topt_seq2tm,XP_025339769.1
R03050__mito,311.772319,327.618024,664,,-4000.0,seq2topt_seq2tm,XP_025341159.1
R04949__cyto,307.790751,326.686326,1021,,-4000.0,median,
R03659__cyto,305.787963,324.168608,1807,,-4000.0,seq2topt_seq2tm,XP_025341681.1
R04911__cyto,326.650857,328.567991,250,,-4000.0,seq2topt_seq2tm,XP_025341542.1
R04960__pero,307.790751,326.686326,1146,,-4000.0,median,
R11319__cyto,305.672382,326.236704,249,,-4000.0,seq2topt_seq2tm,XP_025342799.1
R04360__mito,307.790751,326.686326,290,,-4000.0,median,
R00122__cyto,307.790751,326.686326,674,,-4000.0,median,
R07948__cyto,306.141121,326.294312,704,,-4000.0,seq2topt_seq2tm,XP_025340905.1
R01354__cyto,300.657073,327.012721,680,,-4000.0,seq2topt_seq2tm,XP_025340510.1
R00330__cyto,307.790751,326.686326,151,,-4000.0,median,
R01082__cyto,309.7866,325.018993,487,,-4000.0,seq2topt_seq2tm,XP_025344070.1
R00994__cyto,307.255804,326.985279,369,,-4000.0,seq2topt_seq2tm,XP_025342199.1
R00335__cyto,307.790751,326.686326,674,,-4000.0,median,
R04360__cyto,307.790751,326.686326,290,,-4000.0,median,
R05069__mito,306.757557,328.595629,399,,-4000.0,seq2topt_seq2tm,XP_025340578.1
R09365__cyto,311.336148,329.743132,767,,-4000.0,seq2topt_seq2tm,XP_025342317.1
R01320__cyto,307.790751,326.686326,205,,-4000.0,median,
R03096__cyto,311.819071,329.045126,566,,-4000.0,seq2topt_seq2tm,XP_025344428.1
R04957__cyto,307.790751,326.686326,1146,,-4000.0,median,
R04586__cyto,307.790751,326.686326,578,,-4000.0,median,
R01899__cyto,308.338501,327.236226,421,,-4000.0,seq2topt_seq2tm,XP_025341569.1
R12026__cyto,306.081036,326.261172,456,,-4000.0,seq2topt_seq2tm,XP_025344508.1
R07238__cyto,307.002321,324.590334,488,,-4000.0,seq2topt_seq2tm,XP_025341435.1
R07364__cyto,319.590268,330.097929,180,,-4000.0,seq2topt_seq2tm,XP_025342620.1
R03646__cyto,307.790751,326.686326,2066,,-4000.0,median,XP_025339899.1
R00115__cyto,306.005279,332.687137,486,,-4000.0,seq2topt_seq2tm,XP_025343104.1
R09099__cyto,310.544625,327.666429,667,,-4000.0,seq2topt_seq2tm,XP_025342547.1
R11319__mito,305.672382,326.236704,249,,-4000.0,seq2topt_seq2tm,XP_025342799.1
R03992__cyto,313.548785,325.301448,440,,-4000.0,seq2topt_seq2tm,XP_025340443.1
R00926__cyto,300.657073,327.012721,680,,-4000.0,seq2topt_seq2tm,XP_025340510.1
T_ATP_synthase__mito,307.790751,326.686326,376,,-4000.0,median,
R09366__cyto,312.682975,328.113094,398,,-4000.0,seq2topt_seq2tm,XP_025342154.1
R02124__cyto,305.265215,323.473069,383,,-4000.0,seq2topt_seq2tm,XP_025340682.1
R00271__cyto,305.549,328.832796,426,,-4000.0,seq2topt_seq2tm,XP_025342007.1
R01579__cyto,314.341113,326.655111,326,,-4000.0,seq2topt_seq2tm,XP_025341376.1
R08121__cyto,314.71419,327.356872,297,,-4000.0,seq2topt_seq2tm,XP_025343544.1
R00156__cyto,307.790751,326.686326,151,,-4000.0,median,
R03552__cyto,320.852179,327.952608,461,,-4000.0,seq2topt_seq2tm,XP_025342531.1
R00217__mito,310.275582,326.056233,907,,-4000.0,seq2topt_seq2tm,XP_025341358.1
R02410__cyto,319.482858,326.955852,506,,-4000.0,seq2topt_seq2tm,XP_025344742.1
R00707__cyto,302.353123,324.902418,584,,-4000.0,seq2topt_seq2tm,XP_025341706.1
R01959__cyto,326.650857,328.567991,250,,-4000.0,seq2topt_seq2tm,XP_025341542.1
R11527__cyto,307.790751,326.686326,647,,-4000.0,median,
R00409__pero,307.816972,327.176842,551,,-4000.0,seq2topt_seq2tm,XP_025340519.1
R07892__pero,306.141121,326.294312,704,,-4000.0,seq2topt_seq2tm,XP_025340905.1
R01201__cyto,302.762247,324.572799,573,,-4000.0,seq2topt_seq2tm,XP_025344429.1
R10828__cyto,307.790751,326.686326,378,,-4000.0,median,
R01858__cyto,301.603656,328.683838,504,,-4000.0,seq2topt_seq2tm,XP_025340747.1
R04958__cyto,307.790751,326.686326,378,,-4000.0,median,
R05724__cyto,310.322399,327.476034,386,,-4000.0,seq2topt_seq2tm,XP_025341213.1
R05071__cyto,306.757557,328.595629,399,,-4000.0,seq2topt_seq2tm,XP_025340578.1
R00876__cyto,302.709265,325.720206,485,,-4000.0,seq2topt_seq2tm,XP_025343315.1
R09375__cyto,302.894457,327.10509,289,,-4000.0,seq2topt_seq2tm,XP_025342919.1
R01920__cyto,321.319863,327.574363,313,,-4000.0,seq2topt_seq2tm,XP_025342943.1
R00494__mito,311.660177,325.04082,587,,-4000.0,seq2topt_seq2tm,XP_025341618.1
R00217__cyto,310.275582,326.056233,907,,-4000.0,seq2topt_seq2tm,XP_025341358.1
R05064__cyto,302.498588,326.299164,467,,-4000.0,seq2topt_seq2tm,XP_025339645.1
R00715__cyto,304.387239,325.857326,369,,-4000.0,seq2topt_seq2tm,XP_025340359.1
R07140__cyto,310.275582,326.056233,907,,-4000.0,seq2topt_seq2tm,XP_025341358.1
R01138__cyto,301.603656,328.683838,504,,-4000.0,seq2topt_seq2tm,XP_025340747.1
R01641__cyto,312.742853,326.134905,676,,-4000.0,seq2topt_seq2tm,XP_025340731.1
R05068__mito,306.757557,328.595629,399,,-4000.0,seq2topt_seq2tm,XP_025340578.1
R00472__pero,300.644016,326.313648,551,,-4000.0,seq2topt_seq2tm,XP_025341421.1
R00875__cyto,325.273597,334.096536,369,,-4000.0,seq2topt_seq2tm,XP_025340416.1
R03875__cyto,307.790751,326.686326,831,,-4000.0,median,
R00274__cyto,308.807827,333.259746,162,,-4000.0,seq2topt_seq2tm,XP_025340969.1
R00714__cyto,301.993911,325.522837,493,,-4000.0,seq2topt_seq2tm,XP_025341251.1
R03655__cyto,310.111112,325.72864,527,,-4000.0,seq2topt_seq2tm,XP_025339652.1
R00158__cyto,307.790751,326.686326,317,,-4000.0,median,
R03435__cyto,307.790751,326.686326,1384,,-4000.0,median,
R07136__cyto,314.196474,325.960758,331,,-4000.0,seq2topt_seq2tm,XP_025339631.1
R01139__cyto,302.709265,325.720206,485,,-4000.0,seq2topt_seq2tm,XP_025343315.1
R04480__cyto,307.790751,326.686326,597,,-4000.0,median,
R02940__cyto,305.60823,327.157834,512,,-4000.0,seq2topt_seq2tm,XP_025343288.1
R01175__cyto,306.141121,326.294312,704,,-4000.0,seq2topt_seq2tm,XP_025340905.1
R02199__mito,312.984809,336.630282,372,,-4000.0,seq2topt_seq2tm,XP_025343425.1
R03098__cyto,307.790751,326.686326,2224,,-4000.0,median,XP_025340420.1
R02530__cyto,298.087756,325.644496,384,,-4000.0,seq2topt_seq2tm,XP_025341095.1
R04954__cyto,307.790751,326.686326,1188,,-4000.0,median,
R01799__cyto,302.200462,326.344523,424,,-4000.0,seq2topt_seq2tm,XP_025340309.1
R00342__pero,314.196474,325.960758,331,,-4000.0,seq2topt_seq2tm,XP_025339631.1
R04988__mito,307.002321,324.590334,488,,-4000.0,seq2topt_seq2tm,XP_025341435.1
R06154__cyto,308.062008,327.159718,709,,-4000.0,seq2topt_seq2tm,XP_025341286.1
R03991__cyto,305.813058,329.864314,418,,-4000.0,seq2topt_seq2tm,XP_025344328.1
R04544__cyto,307.790751,326.686326,1188,,-4000.0,median,
R03332__cyto,307.790751,326.686326,298,,-4000.0,median,
R00185__cyto,317.500526,326.424208,348,,-4000.0,seq2topt_seq2tm,XP_025340778.1
R11098__cyto,303.723356,327.178219,152,,-4000.0,seq2topt_seq2tm,XP_025340538.1
R01397__cyto,307.790751,326.686326,2208,,-4000.0,median,XP_025343786.1
R07763__cyto,307.790751,326.686326,907,,-4000.0,median,
R05196__cyto,320.852179,327.952608,461,,-4000.0,seq2topt_seq2tm,XP_025342531.1
R03774__cyto,321.959395,331.351784,420,,-4000.0,seq2topt_seq2tm,XP_025341978.1
R07393__cyto,309.889211,324.300906,396,,-4000.0,seq2topt_seq2tm,XP_025342994.1
R01108__cyto,304.490908,326.337394,343,,-4000.0,seq2topt_seq2tm,XP_025343970.1
R02382__cyto,308.062008,327.159718,709,,-4000.0,seq2topt_seq2tm,XP_025341286.1
R00965__cyto,305.173433,326.972839,788,,-4000.0,seq2topt_seq2tm,XP_025340244.1
R11219__cyto,307.790751,326.686326,337,,-4000.0,median,
R00619__cyto,305.429359,327.07738,298,,-4000.0,seq2topt_seq2tm,XP_025339906.1
R12118__cyto,299.429781,328.163078,524,,-4000.0,seq2topt_seq2tm,XP_025344294.1
R06830__cyto,310.275582,326.056233,907,,-4000.0,seq2topt_seq2tm,XP_025341358.1
R01518__cyto,305.712701,333.218405,248,,-4000.0,seq2topt_seq2tm,XP_025341764.1
R00022__cyto,312.858424,325.367102,961,,-4000.0,seq2topt_seq2tm,XP_025341196.1
R01234__cyto,300.620183,326.03198,579,,-4000.0,seq2topt_seq2tm,XP_025340413.1
R01049__cyto,313.68709,325.570604,401,,-4000.0,seq2topt_seq2tm,XP_025344156.1
R00999__cyto,316.511106,325.371537,590,,-4000.0,seq2topt_seq2tm,XP_025340376.1
R07237__cyto,307.002321,324.590334,488,,-4000.0,seq2topt_seq2tm,XP_025341435.1
R04014__cyto,307.790751,326.686326,393,,-4000.0,median,
R02750__cyto,320.897093,327.909991,327,,-4000.0,seq2topt_seq2tm,XP_025342921.1
R07896__cyto,306.141121,326.294312,704,,-4000.0,seq2topt_seq2tm,XP_025340905.1
R06835__cyto,314.71419,327.356872,297,,-4000.0,seq2topt_seq2tm,XP_025343544.1
R03527__cyto,307.790751,326.686326,1021,,-4000.0,median,
R04956__mito,307.790751,326.686326,937,,-4000.0,median,
R07395__cyto,316.234141,330.457363,228,,-4000.0,seq2topt_seq2tm,XP_025344459.1
R02222__cyto,302.632956,324.618563,529,,-4000.0,seq2topt_seq2tm,XP_025340728.1
R11217__cyto,307.790751,326.686326,337,,-4000.0,median,
R04764__cyto,311.692643,331.683853,262,,-4000.0,seq2topt_seq2tm,XP_025341223.1
R03804__cyto,303.132998,326.606813,292,,-4000.0,seq2topt_seq2tm,XP_025342627.1
R04952__cyto,307.790751,326.686326,1146,,-4000.0,median,
R01513__cyto,311.856064,327.215377,467,,-4000.0,seq2topt_seq2tm,XP_025342378.1
R02473__cyto,302.485123,325.896618,308,,-4000.0,seq2topt_seq2tm,XP_025342843.1
R01325__cyto,305.480246,325.067076,804,,-4000.0,seq2topt_seq2tm,XP_025340868.1
R07235__mito,307.002321,324.590334,488,,-4000.0,seq2topt_seq2tm,XP_025341435.1
R03613__cyto,307.790751,326.686326,1350,,-4000.0,median,
R04983__cyto,307.002321,324.590334,488,,-4000.0,seq2topt_seq2tm,XP_025341435.1
R07953__cyto,305.813058,329.864314,418,,-4000.0,seq2topt_seq2tm,XP_025344328.1
R00836__cyto,309.440327,324.852756,763,,-4000.0,seq2topt_seq2tm,XP_025344360.1
R02251__cyto,307.790751,326.686326,690,,-4000.0,median,
R07760__cyto,311.925294,328.232589,235,,-4000.0,seq2topt_seq2tm,XP_025344740.1
R08163__cyto,307.790751,326.686326,393,,-4000.0,median,
R00968__cyto,305.783064,326.939681,475,,-4000.0,seq2topt_seq2tm,XP_025340880.1
R01325__mito,305.480246,325.067076,804,,-4000.0,seq2topt_seq2tm,XP_025340868.1
R07859__cyto,307.790751,326.686326,935,,-4000.0,median,
R04957__pero,307.790751,326.686326,1146,,-4000.0,median,
R07015__cyto,326.321443,328.132495,370,,-4000.0,seq2topt_seq2tm,XP_025339979.1
R02848__cyto,302.709265,325.720206,485,,-4000.0,seq2topt_seq2tm,XP_025343315.1
R01676__cyto,313.614363,328.559169,471,,-4000.0,seq2topt_seq2tm,XP_025342585.1
R00650__cyto,310.238671,330.282518,330,,-4000.0,seq2topt_seq2tm,XP_025339683.1
R01896__cyto,325.273597,334.096536,369,,-4000.0,seq2topt_seq2tm,XP_025340416.1
R00430__cyto,301.603656,328.683838,504,,-4000.0,seq2topt_seq2tm,XP_025340747.1
R03681__cyto,329.561862,323.935613,397,,-4000.0,seq2topt_seq2tm,XP_025344485.1
R04604__cyto,303.509559,325.118908,684,,-4000.0,seq2topt_seq2tm,XP_025341958.1
R01230__cyto,304.801543,328.263667,528,,-4000.0,seq2topt_seq2tm,XP_025342826.1
R07761__cyto,326.321443,328.132495,370,,-4000.0,seq2topt_seq2tm,XP_025339979.1
R04325__cyto,305.264743,330.013904,220,,-4000.0,seq2topt_seq2tm,XP_025341283.1
R01326__cyto,302.709265,325.720206,485,,-4000.0,seq2topt_seq2tm,XP_025343315.1
R01827__cyto,309.938979,328.138116,323,,-4000.0,seq2topt_seq2tm,XP_025342550.1
R00524__cyto,306.724251,326.153645,429,,-4000.0,seq2topt_seq2tm,XP_025343677.1
R07892__cyto,306.141121,326.294312,704,,-4000.0,seq2topt_seq2tm,XP_025340905.1
R03777__cyto,306.141121,326.294312,704,,-4000.0,seq2topt_seq2tm,XP_025340905.1
R06522__cyto,307.790751,326.686326,678,,-4000.0,median,
R03118__cyto,298.937494,325.02102,1835,,-4000.0,seq2topt_seq2tm,XP_025342314.1
R01548__cyto,302.762247,324.572799,573,,-4000.0,seq2topt_seq2tm,XP_025344429.1
R03180__cyto,308.042163,329.817554,544,,-4000.0,seq2topt_seq2tm,XP_025344152.1
R00308__cyto,307.790751,326.686326,443,,-4000.0,median,
R00967__cyto,302.762247,324.572799,573,,-4000.0,seq2topt_seq2tm,XP_025344429.1
R08198__cyto,310.275582,326.056233,907,,-4000.0,seq2topt_seq2tm,XP_025341358.1
R07950__cyto,306.141121,326.294312,704,,-4000.0,seq2topt_seq2tm,XP_025340905.1
R04730__cyto,313.388664,327.622452,700,,-4000.0,seq2topt_seq2tm,XP_025342561.1
R02909__cyto,304.995535,326.824346,456,,-4000.0,seq2topt_seq2tm,XP_025339653.1
R01547__cyto,305.672382,326.236704,249,,-4000.0,seq2topt_seq2tm,XP_025342799.1
R03778__cyto,305.813058,329.864314,418,,-4000.0,seq2topt_seq2tm,XP_025344328.1
R01177__cyto,305.555348,328.231874,400,,-4000.0,seq2topt_seq2tm,XP_025343189.1
R00742__mito,307.790751,326.686326,2212,,-4000.0,median,XP_025339867.1
R10852__cyto,303.194425,326.145992,268,,-4000.0,seq2topt_seq2tm,XP_025340439.1
R04673__mito,311.772319,327.618024,664,,-4000.0,seq2topt_seq2tm,XP_025341159.1
R07891__cyto,305.813058,329.864314,418,,-4000.0,seq2topt_seq2tm,XP_025344328.1
R12428__mito,307.790751,326.686326,690,,-4000.0,median,
R01268__cyto,303.266823,326.056817,186,,-4000.0,seq2topt_seq2tm,XP_025343826.1
R01015__cyto,307.10619,325.758937,248,,-4000.0,seq2topt_seq2tm,XP_025341029.1
R01731__cyto,332.293739,328.564402,490,,-4000.0,seq2topt_seq2tm,XP_025340820.1
R00028__cyto,330.836634,326.507261,381,,-4000.0,seq2topt_seq2tm,XP_025344668.1
R10851__cyto,303.194425,326.145992,268,,-4000.0,seq2topt_seq2tm,XP_025340439.1
R08193__cyto,311.891952,326.084277,549,,-4000.0,seq2topt_seq2tm,XP_025343368.1
R02164__mito,299.389024,324.710581,172,,-4000.0,seq2topt_seq2tm,XP_025342953.1
R07486__cyto,303.241031,327.121583,362,,-4000.0,seq2topt_seq2tm,XP_025343182.1
R04326__cyto,305.264743,330.013904,220,,-4000.0,seq2topt_seq2tm,XP_025341283.1
R01986__cyto,305.60823,327.157834,512,,-4000.0,seq2topt_seq2tm,XP_025343288.1
R12205__cyto,300.679845,325.565645,404,,-4000.0,seq2topt_seq2tm,XP_025341927.1
R01327__cyto,302.709265,325.720206,485,,-4000.0,seq2topt_seq2tm,XP_025343315.1
R07324__cyto,311.40408,328.261545,517,,-4000.0,seq2topt_seq2tm,XP_025341275.1
R03460__cyto,307.790751,326.686326,2134,,-4000.0,median,XP_025343755.1
R03245__cyto,310.22375,324.981019,429,,-4000.0,seq2topt_seq2tm,XP_025344245.1
R06838__cyto,314.71419,327.356872,297,,-4000.0,seq2topt_seq2tm,XP_025343544.1
R11063__cyto,310.238671,330.282518,330,,-4000.0,seq2topt_seq2tm,XP_025339683.1
R07766__mito,307.790751,326.686326,690,,-4000.0,median,
R07765__cyto,307.790751,326.686326,378,,-4000.0,median,
R01395__cyto,307.790751,326.686326,2208,,-4000.0,median,XP_025343786.1
R07392__cyto,308.050181,331.669566,250,,-4000.0,seq2topt_seq2tm,XP_025340838.1
R05000__mito,303.927712,326.422426,391,,-4000.0,seq2topt_seq2tm,XP_025341956.1
R10634__cyto,307.790751,326.686326,411,,-4000.0,median,
R00963__cyto,307.790751,326.686326,336,,-4000.0,median,
R01549__cyto,302.762247,324.572799,573,,-4000.0,seq2topt_seq2tm,XP_025344429.1
R02315__cyto,310.365958,329.714444,445,,-4000.0,seq2topt_seq2tm,XP_025343500.1
R01010__cyto,317.936432,326.023641,461,,-4000.0,seq2topt_seq2tm,XP_025344333.1
R00802__cyto,319.482858,326.955852,506,,-4000.0,seq2topt_seq2tm,XP_025344742.1
R00189__cyto,305.746296,326.263806,474,,-4000.0,seq2topt_seq2tm,XP_025343057.1
R10040__cyto,341.727619,333.429816,825,,-4000.0,seq2topt_seq2tm,XP_025341985.1
R01011__mito,317.411799,330.100688,586,,-4000.0,seq2topt_seq2tm,XP_025344224.1
R01826__cyto,303.329297,326.474407,372,,-4000.0,seq2topt_seq2tm,XP_025343882.1
R01013__cyto,319.640847,326.920047,456,,-4000.0,seq2topt_seq2tm,XP_025343071.1
R02534__cyto,311.692643,331.683853,262,,-4000.0,seq2topt_seq2tm,XP_025341223.1
R01730__cyto,311.081432,328.350225,437,,-4000.0,seq2topt_seq2tm,XP_025344244.1
R02756__mito,307.790751,326.686326,290,,-4000.0,median,
R02038__cyto,309.947676,330.282107,352,,-4000.0,seq2topt_seq2tm,XP_025341378.1
R04390__cyto,307.790751,326.686326,2224,,-4000.0,median,
R02814__cyto,307.790751,326.686326,393,,-4000.0,median,
R01923__pero,320.852179,327.952608,461,,-4000.0,seq2topt_seq2tm,XP_025342531.1
R03243__cyto,302.04822,327.3882,400,,-4000.0,seq2topt_seq2tm,XP_025340654.1
R00188__cyto,311.586166,326.023284,366,,-4000.0,seq2topt_seq2tm,XP_025340955.1
R00961__cyto,307.790751,326.686326,674,,-4000.0,median,
R04672__mito,311.772319,327.618024,664,,-4000.0,seq2topt_seq2tm,XP_025341159.1
R02756__cyto,307.790751,326.686326,290,,-4000.0,median,
R01829__cyto,310.520875,326.818451,357,,-4000.0,seq2topt_seq2tm,XP_025342563.1
R06521__cyto,309.889211,324.300906,396,,-4000.0,seq2topt_seq2tm,XP_025342994.1
R07606__cyto,320.852179,327.952608,461,,-4000.0,seq2topt_seq2tm,XP_025342531.1
R02976__cyto,304.834066,325.177106,482,,-4000.0,seq2topt_seq2tm,XP_025342374.1
R04328__cyto,310.275582,326.056233,907,,-4000.0,seq2topt_seq2tm,XP_025341358.1
R02161__mito,307.790751,326.686326,376,,-4000.0,median,
R00742__cyto,307.790751,326.686326,2212,,-4000.0,median,XP_025339867.1
